content_id,name,rarity,element,role,slot,dmg_min,dmg_max,dmg_ignited,text,text_ignited
171919,优柔寡断的菲罗忒斯,5星,暗,辅助型,drive,1892,6902,7232,对随机3名敌人造成1892（6902）伤害，对5名暗属性盟友（优先：最高攻击力）赋予减益无效（14秒后或是受到1次减益攻击后取消）,对随机3名敌人造成7232伤害，对5名暗属性盟友（优先：最高攻击力）赋予减益无效（14秒后或是受到2次减益攻击后取消）
171919,优柔寡断的菲罗忒斯,5星,暗,辅助型,leader,18,18,,暗属性盟友减益回避率+18%（在PVP中，暗属性盟友减益回避率+12%）,
171894,替身巫女福耳库斯,5星,光,防御型,auto,93,643,,对目标造成93（643）自动攻击伤害,
171894,替身巫女福耳库斯,5星,光,防御型,tap,324,2206,2231,对1名敌人（优先：光属性）造成324（2206）伤害，赋予自身在内最多2名最低HP的盟友（如果自身的HP是最低的，将只赋予自身及1名盟友）减益屏障【在HP受影响前，吸收+1200（1808）减益伤害，无法与屏障同时启用】，持10秒,对1名敌人（优先：光属性）造成2231伤害，赋予自身在内最多3名最低HP的盟友（如果自身的HP是最低的，将只赋予自身及2名盟友）减益屏障【在HP受影响前，吸收+2108减益伤害，无法与屏障同时启用】，持10秒
171894,替身巫女福耳库斯,5星,光,防御型,slide,619,3597,3697,对1名敌人（优先：光属性）造成619（3597）伤害，赋予自身挑衅（有90%的几率启动），持续12秒，在PVP中赋予自身无敌（无视所有攻击与减益效果），持续4秒,对1名敌人（优先：光属性）造成3697伤害，赋予自身挑衅（有90%的几率启动），持续14秒，在PVP中赋予自身无敌（无视所有攻击与减益效果），持续5秒
171894,替身巫女福耳库斯,5星,光,防御型,drive,1562,5501,5831,对2名敌人（优先：最低HP）造成1562（5501）伤害，并为2名盟友（最高攻量力）赋予升华痛苦【攻击力+200，所有盟友每损失2%HP，则额外提升攻击力60%（最高2400%）】，持续20秒，并赋予减益屏障（在HP受影响前，吸收+2800减益伤害，无法与屏障同时启用）,对2名敌人（优先：最低HP）造成5831伤害，并为3名盟友（最高攻量力）赋予升华痛苦【攻击力+200，所有盟友每损失2%HP，则额外提升攻击力60%（最高2400%）】，持续20秒，并赋予减益屏障（在HP受影响前，吸收+2800减益伤害，无法与屏障同时启用）
171894,替身巫女福耳库斯,5星,光,防御型,leader,16,16,,全体盟友减益持续时同-16%（在PvP中：全体盟友减益持续时同-16%）,
162573,独自跑的诺特斯,5星,暗,干扰型,auto,103,694,,对目标造成103（694）自动攻击伤害,
162573,独自跑的诺特斯,5星,暗,干扰型,tap,405,2609,2634,对随机1名敌人造成405（2609）伤害，有70（85.2）%的机率重设Skill量表,对随机2名敌人造成2634伤害，有90.2%的机率重设Skill量表
162573,独自跑的诺特斯,5星,暗,干扰型,slide,721,4066,4166,对2名敌人（优先：最高防力）造成721（4066）伤害，有60（82.8）%的机率造成晕眩（在晕眩时受到攻击，则持续时间多1秒，最多5秒），持续4秒。在PVP中，对2名敌人（最高防御力）造成Skill量表充能速度-35（65.4）%，持续12秒,对3名敌人（优先：最高防力）造成4166伤害，有82.8%的机率造成晕眩（在晕眩时受到攻击，则持续时间多1秒，最多5秒），持续4秒。在PVP中，对3名敌人（最高防御力）造成Skill量表充能速度-70.4%，持续12秒
162573,独自跑的诺特斯,5星,暗,干扰型,drive,2129,7333,7663,对3名敌人（最低HP）造成2129（7333）伤害，有80%的机率造成晕眩（在晕眩时受到攻击，则持续时间多1秒，最多5秒），持续12秒。在PVP中，有80%的机率赋予1名敌人（最高攻击力）标记（盟友会专注攻击被标记的敌人。但挑衅效果优先），持续12秒,对3名敌人（最低HP）造成7663伤害，有90%的机率造成晕眩（在晕眩时受到攻击，则持续时间多1秒，最多5秒），持续12秒。在PVP中，有90%的机率赋予1名敌人（最高攻击力）标记（盟友会专注攻击被标记的敌人。但挑衅效果优先），持续12秒
162573,独自跑的诺特斯,5星,暗,干扰型,leader,18,18,,全体敌人的减益回避率-18%,
160154,惩罚的赛特,5星,暗,防御型,auto,93,644,,对目标造成93（644）自动攻击伤害（自动）,
160154,惩罚的赛特,5星,暗,防御型,tap,326,2212,2237,对1名敌人造成326（2212）伤害（优先：处于冷却时间），Skill量表充能速度-20（42.1）%，持续10秒,对2名敌人造成2237伤害（优先：处于冷却时间），Skill量表充能速度-47.1%，持续10秒
160154,惩罚的赛特,5星,暗,防御型,slide,632,3615,3715,对1名敌人造成632（3615）伤害，赋予自身挑衅（有90%的机率发动），和暗黑之盾（防御力+45（61.6）%，且受到攻击时攻击者的Skill冷却时间+ 1秒，持绩12秒），持续12秒。在pvp中，赋予自身忍耐（在经过20秒或受到4次攻击后移除）,对1名敌人造成3715伤害，赋予自身挑衅（有90%的机率发动），和暗黑之盾（防御力+61.6%，且受到攻击时攻击者的Skill冷却时间+ 1秒，持绩12秒），持续14秒。在pvp中，赋予自身忍耐（在经过20秒或受到5次攻击后移除）
160154,惩罚的赛特,5星,暗,防御型,drive,1590,5544,5874,对2名敌人造成1590（5544）伤害（优先：处于冷却时间），如果目标处于冷却时间，有90.1%的机率造成时间窜改（移除目标所有时间系增益，并减少技能量表充能速度40%），持续16秒。在pvp中，赋予5名暗属性盟友忍耐（在经过20秒或受到4次攻击后移除）,对2名敌人造成5874伤害（优先：处于冷却时间），如果目标处于冷却时间，有90.1%的机率造成时间窜改（移除目标所有时间系增益，并减少技能量表充能速度40%），持续16秒。在pvp中，赋予5名暗属性盟友忍耐（在经过20秒或受到5次攻击后移除）
160154,惩罚的赛特,5星,暗,防御型,leader,15,15,,全体盟友防御力+15%（PvP中，攻击型敌人Skil冷却时间+2秒）,
155211,无忧无虑的妖精德律阿得斯,5星,暗,治疗型,auto,96,662,,对目标造成96（662）自动攻击伤害(自动),
155211,无忧无虑的妖精德律阿得斯,5星,暗,治疗型,tap,342,2347,2347,造成342（2347）伤害，对1名攻击型盟友赋予无敌(无视所有攻击及减益效果)，持续3秒,造成2347伤害，对1名攻击型盟友赋予无敌(无视所有攻击及减益效果)，持续5秒
155211,无忧无虑的妖精德律阿得斯,5星,暗,治疗型,slide,192,436,3,2名盟友(最低HP)持续回复192（436）HP(每2秒1次)，持续14秒 ，并有70%（90.1％）机率使3名暗属性盟友(最高攻击力)的弱化减益无效，持续14秒,3名盟友(最低HP)持续回复436HP(每2秒1次)，持续14秒，并有90.1 %机率使3名暗属性盟友(最高攻击力)的弱化减益无效，持续14秒。在PvP中，减益持续时间-52.8%
155211,无忧无虑的妖精德律阿得斯,5星,暗,治疗型,drive,1,1,1,复活1名死去的暗属性盟友，且将HP回复至20%，并赋予无敌(无视所有攻击和减益效果， 16秒后或是受到3次攻击后消失),复活1名死去的暗属性盟友，且将HP回复至20%，并赋予无敌(无视所有攻击和减益效果，16秒后或是受到4次攻击后消失)
155211,无忧无虑的妖精德律阿得斯,5星,暗,治疗型,leader,50,50,,自身以外的所有盟友获得起死回生【复活。第一个阵亡的盟友，回复50%HP(仅限一次)】,
153064,失乐园夏娃,5星,光,攻击型,auto,114,753,,对目标造成114（753）自动攻击伤害（自动）,
153064,失乐园夏娃,5星,光,攻击型,tap,503,3076,3136,对1名敌人（优先：干扰型）造成503（3076）伤害，对光属性目标造成430（935）加成伤害。,对2名敌人（优先：干扰型）造成3136伤害，对光属性目标造成1235加成伤害。
153064,失乐园夏娃,5星,光,攻击型,slide,1015,4696,4896,对随机2名敌人造成1015（4696）伤害的2连击，及480（1296）无视防御伤害，并对光属性敌人造成650（1106）加成伤害。于副本时，自身获得沉默减益回避率+60%（91.8%），持续14秒。,对随机3名敌人造成4896伤害的2连击，及1496无视防御伤害，并对光属性敌人造成1306加成伤害。于副本时，自身获得沉默减益回避率+96.8%，持续14秒。
153064,失乐园夏娃,5星,光,攻击型,drive,2718,8711,9371,对随机4名敌人造成2718（8711）伤害，自身攻击力+50%（70%），持续2回合,对随机4名敌人造成9371伤害，自身攻击力+70%，持续2回合
153064,失乐园夏娃,5星,光,攻击型,leader,20,20,,暗属性盟友的攻击力+20%（副本中追加+20%攻击力）,
151949,奇幻之梦丽莎,5星,暗,干扰型,auto,103,694,,造成103（694）自动攻击伤害,
151949,奇幻之梦丽莎,5星,暗,干扰型,tap,403,2608,2,对1名敌人造成403（2608）伤害（优先：攻击型），赋予目标10S内SS最终伤害-25（45.8）%和爆弹【10S后造成3500（5000）点真实伤害】,对2名敌人造成2633害（优先：攻击型），赋予目标10S内SS最终伤害-45.8%和爆弹（10S后造成5900点真实伤害）
151949,奇幻之梦丽莎,5星,暗,干扰型,slide,708,4052,3,对2个敌人造成708（4052）点伤害（优先：攻击型），赋予目标12S内攻击力-28（58.4）%，且有70（90.1）%概率重置目标skill量表。PVP限定：对2名攻击型敌人造成20S内烙印【每4秒造成目标（BUFF数量+1）*250的持续伤害，最大计算6个BUFF（最终乘数为7）】,对3个敌人造成4152点伤害（优先：攻击型），赋予目标12S内攻击力-58.4%，且有90.1%概率重置目标skill量表。PVP限定：对2名攻击型敌人造成20S内烙印【每4秒造成目标（BUFF数量+1）*350的持续伤害，最大计算6个BUFF（最终乘数为7）】
151949,奇幻之梦丽莎,5星,暗,干扰型,drive,2103,7298,3,对攻击力最高的3名敌人造成2103（7298）点伤害，并赋予爆弹（5S后造成4000点真实伤害）和16S内技能最终伤害-35%,对攻击力最高的3名敌人造成7628点伤害，并赋予爆弹（5S后造成4000点真实伤害）和16S内技能最终伤害-45%
151949,奇幻之梦丽莎,5星,暗,干扰型,leader,15,15,,全体敌人的攻击力-15%，PVP限定：额外追加15%,
96759,诱惑的雷亚西尔维亚,5星,暗,干扰型,auto,102,691,,对目标造成102（691）自动攻击伤害,
96759,诱惑的雷亚西尔维亚,5星,暗,干扰型,tap,398,2584,2609,对1名敌人（最低HP）造成398（2584）伤害，有74（99.6）%的机率赋予标记（队友会集中攻击被标记的敌人。但挑衅优先），持12秒，并有75（95.1）%的机率移除1个增益,对1名敌人（最低HP）造成2609伤害，有104.6%的机率赋予标记（队友会集中攻击被标记的敌人。但挑衅优先），持12秒，并有95.1%的机率移除增益（最多2个）
96759,诱惑的雷亚西尔维亚,5星,暗,干扰型,slide,690,4011,4111,对2名敌人（优先：受到减益）造成690（4011）伤害，增加+23（46.6）%减益持时间（根据目前剩余的持续时间），持续12秒，造成分解【每2秒造成210（800）持续伤害，无法缩减或延长减益效果】，持续14秒,对3名敌人（优先：受到减益）造成4111伤害，增加+46.6%减益持时间（根据目前剩余的持续时间），持续12秒，造成分解（每2秒造成950持续伤害，无法缩减或延长减益效果），持续14秒
96759,诱惑的雷亚西尔维亚,5星,暗,干扰型,drive,2065,7194,7524,对3名敌人（最高攻击力）造成2065（7194）伤害，造成分解（每2秒造成600持续伤害，无法缩减或延长减益效果），持续14秒，并有80%的机率造成混乱，持续10秒,对3名敌人（最高攻击力）造成7524伤害，造成分解（每2秒造成800持续伤害，无法缩减或延长减益效果），持续14秒，并有80%的机率造成混乱，持续10秒
96759,诱惑的雷亚西尔维亚,5星,暗,干扰型,leader,12,12,,全体敌人减益持续时间+12%（在PvP中增加+15%减益持续时间）,
93898,无忧无虑的哪咤,5星,暗,辅助型,auto,101,687,,对目标造成101（687）自动攻击伤害,
93898,无忧无虑的哪咤,5星,暗,辅助型,tap,395,2554,2579,造成395（2554）伤害，有70（90.1）%机率无效2名盟友（优先：有感电）的感电，持续5秒,造成2579伤害，有95.1%机率无效2名盟友（优先：有感电）的感电，持续10秒
93898,无忧无虑的哪咤,5星,暗,辅助型,slide,719,4009,4109,造成719（4009）伤害，赋予5名暗属性盟友双刃剑【攻击力上升与防御力下降65（110.2）%】，持续16秒。对象为世界王时，5名暗属性盟友的Skill量表充能速度+40（74.5）%，持续16秒,造成4109伤害，赋予5名暗属性盟友（最高攻击力）双刃剑（攻击力上升与防御力下降110.2%），持续2回合。对象为世界王时，5名暗属性盟友的Skill量表充能速度+74.5%，持续2回合
93898,无忧无虑的哪咤,5星,暗,辅助型,drive,1860,6834,7164,对随机3名敌人造成1860（6834）伤害，暗属性盟友的Skill量表充能速度+70%，持续20秒。对象为世界王时，暗属性盟友Slide skill冷却时间-1秒,对随机3名敌人造成7164伤害，暗属性盟友的Skill量表充能速度+70%，持续3回合。对象为世界王时，暗属性盟友Slide skill冷却时间-1秒
93898,无忧无虑的哪咤,5星,暗,辅助型,leader,18,18,,暗属性队友的攻击力+18%（若对象为世界王，则暗属性队友攻击力+20%）,
90646,铁匠赫菲斯托斯,5星,暗,辅助型,auto,101,687,,对目标造成101（687）自动攻击伤害,
90646,铁匠赫菲斯托斯,5星,暗,辅助型,tap,391,2547,2572,造成391（2547）伤害，赋予2名盟友（优先：攻击型）减益回避率+15（28.8）%，持续10秒。在PVP中，使2名攻击型盟友Skill量表获得+18（40.8）%充能量,造成2572伤害，赋予2名盟友（优先：攻击型）减益回避率+373%，持续10秒。在PVP中，使2名攻击型盟友Skill量表获得+45.8%充能量
90646,铁匠赫菲斯托斯,5星,暗,辅助型,slide,719,4004,4104,对随机2名敌人造成719（4004）伤害，赋予5名暗属性盟友屏障【在HP受影响前，吸收+1800（2249）所有敌方攻击伤害，无法与减益屏障同时启用】，持续16秒。在PVP中，无效化3名暗属性盟友的减益（14秒后或是受到1次减益攻击后消失）,对随机2名敌人造成4104伤害，赋予5名暗属性盟友屏障【在HP受影响前，吸收+2249所有敌方攻击伤害，无法与减益屏障同时启用】，持续16秒，并无效化3名暗属性盟友（最低HP）的减益（14秒后或是受到1次减益攻击后消失）
90646,铁匠赫菲斯托斯,5星,暗,辅助型,drive,1858,6827,7157,对随机3名敌人造成1858（6827）伤害，为3名暗属性盟友（自身除外）移除减益，且有80%的机率充满Skill量表,对随机3名敌人造成7157伤害，为3名暗属性盟友（最高攻击力，自身除外）移除减益，且有80%的机率充满Skill量表
90646,铁匠赫菲斯托斯,5星,暗,辅助型,leader,15,15,,暗属性队友的减益回避率+15%,
89790,迅速的莱玛,5星,暗,辅助型,auto,101,684,,对目标造成101（684）伤害1次,
89790,迅速的莱玛,5星,暗,辅助型,tap,380,380,2544,对目标造成380*（2519）伤害1次移除减益效果：2名盟友（受到减益）60%（80.1%）概率移除减益效果：2名盟友（受到减益）60%（80.1%）概率完全充能：2名如果效果遭移除90%几率,对目标造成2544伤害1次免疫：2名盟友（受到减益）85.1%完全充能：2名如果效果遭移除95%几率
89790,迅速的莱玛,5星,暗,辅助型,slide,463,3928,4028,对2名敌人（随机）造成463（3928）伤害1次Skill充能↑：16秒内，3名暗属性盟友（高攻击力）+20%（83%）减益效果回避率↑：16秒内，3名暗属性盟友（高攻击力）+20%（50.5%）,"对2名敌人（随机）造成4028伤害1次 Skill充能↑：16秒内，3名暗属性盟友（高攻击力）+83%减益效果回避率↑：16秒内，3名暗属性盟友（高攻击力）+50.5%时间扭曲：2回合内，3名暗属性盟友（PvP,高攻击力95.1%概率）"
89790,迅速的莱玛,5星,暗,辅助型,drive,2042,6956,7286,对3名敌人（随机）造成2042（6956）伤害1次Skill充能↑：20秒内，3名暗属性盟友优先+50%减益效果无效：16秒内1次，3名暗属性盟友优先100%概率,对3名敌人（随机）造成7286伤害1次 Skill充能↑：2回合内，3名暗属性盟友优先+60% 减益效果无效：16秒内2次，3名暗属性盟友优先100%概率
89790,迅速的莱玛,5星,暗,辅助型,leader,20,20,,Skill充能↑：永远套用所有暗属性盟友+20%,
83953,竞速泽菲罗斯,5星,暗,攻击型,auto,114,751,,对目标造成114(751)自动攻击伤害,
83953,竞速泽菲罗斯,5星,暗,攻击型,tap,495,3055,3115,对1名敌人（优先：最高攻力）造成495（3055）伤害，赋予自身连击【如果攻击的敌人死亡或HP降到0，则对随机1名敌人造成2000（3125）固定加成伤害】，持20秒，及在PvP中有70（92.8）%的机率赋予自身无视反射,对2名敌人（优先：最高攻力）造成3115伤害，赋予自身连击（如果攻击的敌人死亡或HP降到0，则对随机1名敌人造成4125固定加成伤害），持2回合，及在PvP中有92.8%的机率赋予自身无视反射
83953,竞速泽菲罗斯,5星,暗,攻击型,slide,961,4628,4828,对1名敌人（优先：最低HP）造成961（4628）伤害的3连击，400（1603）加成伤害。PVP限定，及在PvP中对1名敌人（优先：最高攻击力）造成2000（3180）固定伤害,对1名敌人（优先：最低HP）造成4828伤害的4连击，1753加成伤害。PVP限定，及在PvP中对1名敌人（优先：最高攻击力）造成4180固定伤害
83953,竞速泽菲罗斯,5星,暗,攻击型,drive,2605,8536,9196,对全体敌人造成2605（8536）伤害,对全体敌人造成9196伤害，并对1名比自身还高HP的敌人造成4500固定伤害
83953,竞速泽菲罗斯,5星,暗,攻击型,leader,15,15,,赋予暗属性盟友SS最终伤害+15%（在PVP中，暗属性盟友的Skill量表充能速度追加+15%）,
83952,吉祥物克洛托,5星,暗,防御型,auto,92,642,,对目标造成92（642）自动攻击伤害,
83952,吉祥物克洛托,5星,暗,防御型,tap,320,2195,2208,造成320（2195）伤害，5名暗属性盟友防御力+45（61.6）%，持续12秒,造成2208伤害，5名暗属性盟友防御力+68.6%，持续12秒
83952,吉祥物克洛托,5星,暗,防御型,slide,603,3570,3670,对1名随机敌人造成603（3570）伤害，赋予3名盟友（最高HP）反射【反射15（30）%受到的伤害】，持续15秒，和赋予2名盟友（优先：最低HP）忍耐（在经过20秒或受到3次攻击后移除）,对1名随机敌人造成3670伤害，赋予3名盟友（最高HP）反射（反射40%受到的伤害），持续15秒，和赋予3名盟友（优先：最低HP）忍耐（在经过20秒或受到4次攻击后移除）。PVP中，赋予5名队友屏障（在HP受影响前，吸收所有敌方攻击+2360伤害），持续15秒
83952,吉祥物克洛托,5星,暗,防御型,drive,1530,5433,5763,对随机2名敌人造成1530（5433）伤害，赋予5名暗属性盟友反射（反射35%受到的伤害），持续20秒,对随机2名敌人造成5763伤害，赋予5名暗属性盟友反射（反射35%受到的伤害），持续20秒，及有100%概率获得不死（HP不会低于1），持续14秒
83952,吉祥物克洛托,5星,暗,防御型,leader,20,20,,暗属性队友的防御力+20%和反射（反射5%受到的伤害）,
82898,淑女帝瓦兹,5星,暗,辅助型,auto,101,687,,对目标造成101（687）自动攻击伤害,
82898,淑女帝瓦兹,5星,暗,辅助型,tap,391,2547,2572,造成391（2547）伤害，2名盟友（最高攻撃力）的Skill量表+18（40.8）%。在副本中，有70（95）%的机率赋予1名暗属性盟友（最高攻击力）直击（无视目标的忍耐状态），持12秒,造成2572伤害，2名盟友（最高攻撃力）的Skill量表+45.8%。且有95%的机率赋予2名暗属性盟友（最高攻击力）直击（无视目标的忍耐状态），持12秒
82898,淑女帝瓦兹,5星,暗,辅助型,slide,719,4004,4104,造成719（4004）伤害，3名暗属性盟友(最高攻力)的Skill量表充能量+40（78）%及Slide SkiIl却时间-2秒，持16秒。在副本中，3名暗属性盟友(最高攻力)的弱点SkiIl最终伤害+35（100）%,造成4104伤害，3名暗属性盟友(最高攻力)的Skill量表充能量+83%及Slide SkiIl却时间-2秒，持2回合。在副本中，3名暗属性盟友(最高攻力)的弱点SkiIl最终伤害+115%
82898,淑女帝瓦兹,5星,暗,辅助型,drive,1858,6827,7157,对随机3名敌人造成1858（6827）伤害，最多5名暗属性队友的drive量表+150,对随机3名敌人造成7157伤害，最多5名暗属性队友的drive量表+150，及3名充能skill中盟友的skill量表+35%
82898,淑女帝瓦兹,5星,暗,辅助型,leader,15,15,,暗属性队友的skill量表充能量+15%（副本中：追加暗属性队友drive量表充能量+20%）,
78340,驱魔师阿罗汉,5星,光,攻击型,auto,114,751,,对目标造成114（751）自动攻击伤害,
78340,驱魔师阿罗汉,5星,光,攻击型,tap,500,3060,3120,对1名敌人(优先:光属性)造成500（3060）伤害，对光属性敌人造成400（905）加成伤害,对2名敌人(优先:光属性)造成3120伤害，对光属性敌人造成1005加成伤害
78340,驱魔师阿罗汉,5星,光,攻击型,slide,1011,4675,4875,对1名敌人造成1011（4675）伤害的3连击，和400（1603）加成伤害(优先：光属性)。在PvP中，有65（87.8）%的机率造成石化(10秒内无法行动，除非受到2次攻击）,对1名敌人造成4875伤害的4连击，和1753加成伤害(优先：光属性)。在PvP中，有92.8%的机率造成石化(10秒内无法行动，除非受到2次攻击）
78340,驱魔师阿罗汉,5星,光,攻击型,drive,2606,8540,9200,对全体敌人(优先:最高攻击力)造成2606（8540）伤害，有80%的机率对2名敌人(优先:光属性)造成石化(15秒内无法行动，除非受到2次攻击）,对全体敌人(优先:最高攻击力)造成9200伤害，有80%的机率对2名敌人(优先:光属性)造成石化(15秒内无法行动，除非受到3次攻击）
78340,驱魔师阿罗汉,5星,光,攻击型,leader,20,20,,暗属性队友的暴击率+20%,
77369,怪盗罗苹,5星,暗,辅助型,auto,101,687,,对目标造成101（687）自动攻击伤害,
77369,怪盗罗苹,5星,暗,辅助型,tap,391,2547,2572,造成391（2547）伤害，有70（90.1）%机率让2名盟友（攻击型）获得觉醒（暴击伤害增加30%，并根据增益数增加SS伤害），持续15秒，并且有70（90.1）%机率让2名盟友（最高HP）的晕眩和重击无效，持续8秒,造成2572伤害，有95.1%机率让2名盟友（攻击型）获得觉醒（暴击伤害增加30%，并根据增益数增加SS伤害），持续2回合，并且有95.1%机率让2名盟友（最高HP）的晕眩和重击无效，持续8秒
77369,怪盗罗苹,5星,暗,辅助型,slide,719,4004,4104,对随机2名敌人造成719（4004）伤害，3名盟友（攻击型）的暴击率+48（70.1）%和暴击伤害+45（100）%，持续2回合。对象为世界王时，5名暗属性盟友（攻击型）自身SS最终伤害增加+50（90.1）%,对随机2名敌人造成4104伤害，3名盟友（攻击型）的暴击率+75.1%和暴击伤害+100%，持续3回合。对象为世界王时，5名暗属性盟友（攻击型）自身SS最终伤害增加+105.1%
77369,怪盗罗苹,5星,暗,辅助型,drive,1858,6827,7157,对随机3名敌人造成1858（6827）伤害，5名盟友（攻击型）的TS最终伤害+80%，持续20秒。对象为世界王时，赋予最多5名暗属性盟友（攻击型）攻击态势（只有具此增益的Child能在Fever模式中使用Fever攻击）,对随机3名敌人造成7157伤害，5名盟友（攻击型）的TS最终伤害+80%，持续20秒。对象为世界王时，赋予最多3名暗属性盟友（最高攻击力）攻击态势（只有具此增益的Child能在Fever模式中使用Fever攻击）
77369,怪盗罗苹,5星,暗,辅助型,leader,20,20,,暗属性盟友的暴击率+20%（若对象为世界王，则追加暴击伤害+40%）,
75601,狡猾的蜜卡拉,5星,暗,治疗型,auto,96,662,,对目标造成96（662）自动攻击伤害（自动）,
75601,狡猾的蜜卡拉,5星,暗,治疗型,tap,342,2347,2347,对2名敌人造成342（2347）伤害（优先：最低HP），有60%（80.1%）机率造成致命回复（目标回复的生命值会转换为等量的伤害，特定效果除外），持续20秒，并为1名盟友回复403（1468）HP（优先：最低HP）,对2名敌人造成2347伤害（优先：最低HP），有85.1%机率造成致命回复（目标回复的生命值会转换为等量的伤害，特定效果除外），持续20秒，并为2名盟友回复1568HP（优先：最低HP）
75601,狡猾的蜜卡拉,5星,暗,治疗型,slide,542,3719,3719,对2名敌人造成542（3719）伤害（优先：有致命回复），治疗有致命回复的敌人1653（3527）HP，并治疗2名盟友1853（3727）HP（优先：最低HP）,对3名敌人造成3719伤害（优先：有致命回复），治疗有致命回复的敌人3927HP，并治疗3名盟友3927HP（优先：最低HP）
75601,狡猾的蜜卡拉,5星,暗,治疗型,drive,1604,6078,6078,对2名敌人造成1604（6078）伤害（优先：最低HP），有80%机率造成致命回复（目标回复的生命值会转换为等量的伤害，特定效果除外），持续20秒，并为3名盟友回复1953（2583）HP（优先：最低HP）,对3名敌人造成6078伤害（优先：最低HP），有80%机率造成致命回复（目标回复的生命值会转换为等量的伤害，特定效果除外），持续20秒，并为3名盟友回复2583HP（优先：最低HP）
75601,狡猾的蜜卡拉,5星,暗,治疗型,leader,15,15,,全体盟友回复量+15%，（PVP中，全体敌人回复量+15%）,
74428,月光阿提蜜丝,5星,光,攻击型,auto,114,752,,对目标造成114（752）自动攻击伤害,
74428,月光阿提蜜丝,5星,光,攻击型,tap,466,3030,3090,对1名敌人（受到减益）优先造成466（3030）伤害3次，仅限于攻击目标无视防御伤害：1名敌人（受到减益）优先800（1332）伤害量加成伤害：1名光属性敌人550（1055）伤害量魔力伤害：1名光属性敌人（5人巨型BOSS）50000（51180）伤害量,对1名敌人（受到减益）优先造成3090伤害4次，仅限于攻击目标 无视防御伤害：1名敌人（受到减益）优先1332伤害量 加成伤害：1名光属性敌人1155伤害量 魔力伤害：1名光属性敌人（5人巨型BOSS）51180伤害量
74428,月光阿提蜜丝,5星,光,攻击型,slide,1037,4708,4908,对3名光属性敌人优先造成1037（4708）伤害1次，仅限于攻击目标魔力伤害：对攻击对象1000（2180）伤害量时间系增益爆发：3名光属性敌人700（1101）伤害量,对4名光属性敌人优先造成4908伤害1次，仅限于攻击目标 魔力伤害：对攻击对象3180伤害量 时间系增益爆发：4名光属性敌人1501伤害量
74428,月光阿提蜜丝,5星,光,攻击型,drive,2659,8615,9275,对5名敌人造成2659（8615）伤害1次狂暴：20秒内，对自身+100%晕眩：5秒内，对自身100%几率,对5名敌人造成9275伤害1次 狂暴：20秒内，对自身+110% 晕眩：5秒内，对自身100%几率
74428,月光阿提蜜丝,5星,光,攻击型,leader,15,15,,Tap Skill强化Ⅱ：永远套用所有暗属性盟友+15%Tap Skill强化Ⅱ：永远套用所有暗属性盟友（5人巨型BOSS）+20%,
74429,破晓塞美勒,5星,暗,辅助型,auto,101,687,,对目标造成101（687）自动攻击伤害,
74429,破晓塞美勒,5星,暗,辅助型,tap,391,2547,2572,造成391（2547）伤害，有60（80.1）%的几率为2名有减益的盟友移除减益,造成2572伤害，有85.1%的几率为3名有减益的盟友移除减益
74429,破晓塞美勒,5星,暗,辅助型,slide,719,4004,4104,对随机2名敌人造成719（4004）伤害，并有70（90.1）%的几率赋予2名盟友（暗/最高攻击力优先）支援（弱点skill伤害+15%，依目前增益数量的比例增加攻击力），持续16秒，及TS最终伤害+40（75.2）%，持续16秒在副本中，赋予3名队友（最低HP优先）吸血【攻击时回复15（34）%HP】,对随机2名敌人造成4104伤害，并有95.1%的几率赋予3名盟友（暗/最高攻击力优先）支援（弱点skill伤害+15%，依目前增益数量的比例增加攻击力），持续16秒，及TS最终伤害+90.2%，持续16秒在副本中，赋予3名队友（最低HP优先）吸血【攻击时回复34%HP】
74429,破晓塞美勒,5星,暗,辅助型,drive,1858,6827,7157,对随机3名敌人造成1858（6827）伤害，无效化5名队友的减益（14秒后或是受到1次减益攻击后取消）,对随机3名敌人造成7157伤害，无效化5名队友的减益（14秒后或是受到2次减益攻击后取消）
74429,破晓塞美勒,5星,暗,辅助型,leader,15,15,,暗属性队友的弱点skill最终伤害+15%,
73725,匆忙的奥弗伊斯,5星,光,攻击型,auto,113,749,,对目标造成113（749）自动攻击伤害,
73725,匆忙的奥弗伊斯,5星,光,攻击型,tap,462,3012,3072,对2名敌人（最低HP优先）造成462（3012）伤害，造成屏障反制【移除屏障并造成登坛宫剩余屏障HP70（120）%的伤害】,对3名敌人（最低HP优先）造成3072伤害，造成屏障反制【移除屏障并造成登坛宫剩余屏障HP120%的伤害】及不死持续时间-60.1%
73725,匆忙的奥弗伊斯,5星,光,攻击型,slide,958,4613,3,对2名敌人（光属性优先）个别造成每次958（4613）伤害的2连击，造成保护增益爆发（移除最后施加的保护增益，并以*300（700）的系数造成基于该效果种类的伤害）。PVP中，600（1808）加成伤害,对3名敌人（光属性优先）个别造成每次4813伤害的2连击，造成保护增益爆发（移除最后施加的保护增益，并以*701的系数造成基于该效果种类的伤害），及1808加成伤害
73725,匆忙的奥弗伊斯,5星,光,攻击型,drive,2600,8509,9169,对4名敌人（有保护增益优先）造成2600（8509）伤害，造成保护增益爆发（移除最后施加的保护增益，并以*600的系数造成基于该效果种类的伤害）,对所有敌人造成9169伤害，造成保护增益爆发（移除最后施加的保护增益，并以*600的系数造成基于该效果种类的伤害）
