content_id,avatar_file,avatar_url,name,rarity,stat_pair,element_gate,role_gate,mode_gate,collab,special,plain_hp_init,plain_atk_init,plain_def_init,plain_agl_init,plain_crt_init,plain_hp_max,plain_atk_max,plain_def_max,plain_agl_max,plain_crt_max,flash_hp_init,flash_atk_init,flash_def_init,flash_agl_init,flash_crt_init,flash_hp_max,flash_atk_max,flash_def_max,flash_agl_max,flash_crt_max
47603,avatars/47603.png,https://cdnimg-v2.gamekee.com/images/dc/1596607565346_3597927.png,怨与业,5星,血敏,通用,通用,pvp,否,PVP增加回避率（普：5%/X；闪：7%/12%）,,,,,,,,,,,,,,,,,1912,,,1468
45460,avatars/45460.png,https://cdnimg-v2.gamekee.com/images/www/1603789395421_85262593.png,潜水,5星,攻暴,木,通用,rb,否,在副本中增加SS暴击伤害（普：5%/X；闪：7%/12%）,,650,,,385,,2008,,,1624,,698,,,409,,2077,,,1658
41988,avatars/41988.png,https://cdnimg-v2.gamekee.com/images/www/1605757605902_50695202.png,玫瑰花下,5星,攻敏,木,攻击,wb,否,对抗世界王时的ss伤害增加（普：5%/10%；闪：7%/X）,,645,,375,,,2001,,1609,,,693,,399,,,2070,,1644,
21011,avatars/21011.png,https://cdnimg-v2.gamekee.com/images/www/1603789730722_43364523.png,表演的时候到了,5星,血防,通用,通用,通用,否,减益回避率增加（普：10%/15%；闪：10%/16%）,1095,,575,,,2653,,1899,,,1191,,629,,,2792,,1977,,
39097,avatars/39097.png,https://cdnimg-v2.gamekee.com/images/www/1603789798651_30559000.png,妲比在这里,5星,血攻,光,通用,rb,否,在副本装备时，增加弱点skill最终伤害（普：5%/X；闪：7%/12%）,,,,,,,,,,,,,,,,,1912,,,1468
38436,avatars/38436.png,https://cdnimg-v2.gamekee.com/images/www/1603789862565_72992275.png,紧张刺激扑克牌,5星,血防,通用,通用,pvp,否,增加最终防御力X（普：550/X；闪：600/X）,1065,,565,,,2610,,1885,,,1161,,613,,,2749,,1954,,
35310,avatars/35310.png,https://cdnimg-v2.gamekee.com/images/www/1605757784540_99492765.png,灵感,5星,攻暴,暗,通用,wb,否,世界王装备时增加最大攻击力普：1150/X；闪：1175/1925,,635,,,375,,,,,,,683,,,399,,2056,,,1644
29594,avatars/29594.png,https://cdnimg-v2.gamekee.com/images/www/1603790031613_31011426.png,百年佳約,5星,攻敏,光,攻击,rb,否,在副本装备时，增加ts伤害（普：500/750；闪：515/765）,,630,,365,,,1979,,1595,,,678,,389,,,2048,,1629,
27486,avatars/27486.png,https://cdnimg-v2.gamekee.com/images/www/1605246438194_89047996.png,深谷落穴,5星,血攻,通用,攻击,pvp,否,PVP中增加最终暴击（普：10%/X；闪：11%/21%）,,,,,,,,,,,,,,,,,1912,,,1468
27485,avatars/27485.png,https://cdnimg-v2.gamekee.com/images/www/1605246390616_81463817.png,沙滩陷阱的腐乳,5星,攻暴,木,攻击,5人巨型Boss,否,5人巨型Boss，Tap Skill 增加加成伤害（普：500/515；闪：750/765）,,,,,,,,,,,,,,,,,1912,,,1468
26568,avatars/26568.png,https://cdnimg-v2.gamekee.com/images/dc/1583913969038_35472348.png,斗争之心,5星,攻敏,通用,攻击,pvp,否,在pvp中发动攻击时吸收HP（普：230/x；闪：240/390）,,,,,,,,,,,,,,,,,1912,,,1468
25599,avatars/25599.png,https://cdnimg-v2.gamekee.com/images/www/1605758084838_30982256.png,宁静时刻,5星,攻暴,水,通用,rb,否,在副本中增加slide skill暴击伤害（普：4000/6500；闪：4100/6600）,,620,,,355,,1964,,,1580,,668,,,379,,2034,,,1615
23844,avatars/23844.png,https://cdnimg-v2.gamekee.com/images/dc/1580358162005_72046896.png,蛋糕的美学,5星,血防,火,通用,wb,否,增加世界王最大防御力普：1150/1900闪：1175/1925,,,,,,,,,,,,,,,,,1912,,,1468
21007,avatars/21007.png,https://cdnimg02.gamekee.com/M00/14/CA/ChpCl1354dmECZsAAAAAAMVZ5oM433.png,周年纪念日,5星,血防,通用,通用,pvp,否,增加在PVP的最大攻击力（普：586/1086；闪：611/1111）,1065,,565,,,2610,,1855,,,1161,,613,,,2749,,1954,,
21008,avatars/21008.png,https://cdnimg-v2.gamekee.com/images/www/1603790477952_95798251.png,星空舞台,5星,攻暴,暗,通用,rb,否,副本中弱点技能最终伤害增加（普：500/1000；闪：X/1050）,,615,,,345,,1957,,,1566,,663,,,369,,2027,,,1600
21009,avatars/21009.png,https://cdnimg02.gamekee.com/M00/14/CA/ChpCl1354ZeERssqAAAAAHIFdf8023.png,S.O.W,5星,防敏,通用,通用,pvp,否,在PVP中增加乱舞之刃伤害（普：170/270；闪：180/280）,,,585,345,,,,1914,1566,,,,639,369,,,,1992,1600,
21010,avatars/21010.png,https://cdnimg-v2.gamekee.com/images/www/1603790721150_55229900.png,万圣节歌姬,5星,攻敏,火,通用,wb,否,增加世界王最大攻击力（普：1150/1900；闪：1175/1925）,,610,,335,,,1950,,1551,,,658,,359,,,2019,,1586,
21013,avatars/21013.png,https://cdnimg01.gamekee.com/M00/14/CB/ChpCl13545-EVtnRAAAAAGjb-Dc712.png,迷途羔羊的祝福,5星,攻暴,火,通用,rb,是,在副本中增加SS技能暴击伤害（普：4000/6500；闪：X/6600）,,605,,,335,,1943,,,1551,,,,,,,2012,,,1586
21014,avatars/21014.png,https://cdnimg02.gamekee.com/M00/14/CB/ChpCl1355A6EHGOBAAAAAKvv4bU233.png,终极挣扎,5星,血防,通用,通用,通用,是,增加回复量（普：150/400；闪：200/450）,1015,,515,,,2537,,1812,,,1111,,563,,,2676,,1882,,
21015,avatars/21015.png,https://cdnimg-v2.gamekee.com/images/www/1603790959251_3667168.png,无能恶魔的特训,5星,血攻,木,通用,wb,否,对抗世界王，弱点技能伤害增加（普：450/1000；闪：X/1150）,1090,600,,,,2646,1935,,,,1186,648,,,,2785,2005,,,
21016,avatars/21016.png,https://cdnimg02.gamekee.com/M00/14/CB/ChpCl1355RGEX6wAAAAAAGagO5A276.png,第七次逃家,5星,攻暴,光,攻击,rb,否,在副本中增加SS技能伤害（普：750/1450；闪：800/1500）,,595,,,325,,1928,,,1537,,643,,,349,,1998,,,1571
21017,avatars/21017.png,https://cdnimg02.gamekee.com/M00/14/CB/ChpCl1355nGEcR4DAAAAAIr7_Vg147.png,禁忌的果实,5星,血防,通用,通用,通用,否,持续回复量增加（普：100/200；闪：X/220）,1015,,515,,,2537,,1812,,,1111,,563,,,2676,,1882,,
21018,avatars/21018.png,https://cdnimg02.gamekee.com/M00/14/CB/ChpCl13550qEI4_zAAAAAK7aDdA490.png,午休时刻,5星,攻敏,水,通用,wb,否,对抗世界王，增加SS技能伤害（普：750/1450；闪：800/1500）,,595,,315,,,1928,,1522,,,643,,339,,,1998,,1557,
21019,avatars/21019.png,https://cdnimg01.gamekee.com/M00/14/CB/ChpCl13554-EG598AAAAAINFs24618.png,夏日庆典之夜,5星,血敏,通用,通用,pvp,否,增加在PVP中的流血伤害（普：220/320；闪：X/330）,1045,,,295,,2581,,,1493,,1141,,,319,,2720,,,1528,
21020,avatars/21020.png,https://cdnimg-v2.gamekee.com/images/www/1603791309946_49371776.png,假期,5星,防敏,通用,通用,pvp,否,增加在PVP中的失明回避率（普：22%/42%；闪：X/43.5%）,,,545,295,,,,1856,1493,,,,593,319,,,,1925,1528,
21021,avatars/21021.png,https://cdnimg-v2.gamekee.com/images/www/1603792879725_6645614.png,在海滩放松,5星,血攻,木,通用,rb,否,在副本中增加冰冻回避率（普：30%/X；闪：31.5%/X）,1085,585,,,,2639,1914,,,,1181,633,,,,2780,1990,,,
21022,avatars/21022.png,https://cdnimg-v2.gamekee.com/images/www/1605247072877_58531491.png,双夜之主,5星,血暴,通用,通用,通用,是,增加吸血和吸收量（只有具有吸血或吸收技能的child可用）（普：100/300；闪：115/315）,1015,,,,265,2537,,,,1450,1111,,,,289,2676,,,,1484
21023,avatars/21023.png,https://cdnimg-v2.gamekee.com/images/www/1605247124668_67739681.png,好友三重奏,5星,攻敏,通用,通用,pvp,是,增加在PVP的最大攻击力（普：700/X；闪：X/1225）,,575,,305,,,1899,,1508,,,,,,,,1977,,1545,
21024,avatars/21024.png,https://cdnimg01.gamekee.com/M00/14/CB/ChpCl1357OyEUfEIAAAAALsle8s244.png,神观之梦,5星,血防,通用,通用,pvp,是,增加在PVP的沉默回避率（普：20%/40%；闪：X/41.5%）,1075,,575,,,2624,,1899,,,,,,,,2769,,1977,,
21025,avatars/21025.png,https://cdnimg-v2.gamekee.com/images/www/1605160435444_81247092.png,海岸女神,5星,攻敏,光,通用,wb,否,增加世界王最大攻击力（普：1150/1900；闪：1175/1925）,,575,,295,,,1899,,1493,,,628,,321,,,1975,,1532,
21026,avatars/21026.png,https://cdnimg01.gamekee.com/M00/14/CB/ChpCl1357ZuEKJ2rAAAAANNWxVQ400.png,徘徊的道士,5星,攻暴,木,通用,rb,否,在副本中增加TS技能伤害（普：500/750；闪：515/765）,,,,,,,,,,,,,,,,,1912,,,1468
21027,avatars/21027.png,https://cdnimg-v2.gamekee.com/images/www/1605246887160_78508676.png,綾音,5星,血敏,通用,通用,pvp,是,在PVP中石化回避率增加（普：30%/50%；闪：X/51.5%）,,,,,,,,,,,,,,,,,1912,,,1468
21028,avatars/21028.png,https://cdnimg-v2.gamekee.com/images/www/1605246915731_6025735.png,环,5星,攻防,通用,攻击,通用,是,击败敌人后回复HP（普：1500/3000；闪：X/3120）,,575,535,,,,1899,1841,,,,,,,,,1976,1912,,
21029,avatars/21029.png,https://cdnimg02.gamekee.com/M00/14/CB/ChpCl1357pyEKmzvAAAAAHI5seA895.png,紫藤下的约定,5星,血敏,木,通用,通用,否,增加流血回避（普：35%/50%；闪：35.5%/50.5%）,1025,,,265,,2552,,,1450,,1121,,,289,,2691,,,1484,
21030,avatars/21030.png,https://cdnimg-v2.gamekee.com/images/www/1603793982745_31039298.png,海中约会,5星,防敏,水,通用,地铁,否,在地下迷宫中增加中毒伤害（普：500/750；闪：515/765）,,,535,275,,,,1841,1464,,,,584,299,,,,1912,1499,
21031,avatars/21031.png,https://cdnimg02.gamekee.com/M00/14/CB/ChpCl1358uWEITxSAAAAAPggyB8944.png,深夜小伙伴,5星,血防,通用,防御,pvp,否,在PVP中增加伤害反射（普：3%/10.5%；闪：3.5%/12%）,995,,525,,,2508,,1827,,,1089,,573,,,2644,,1896,,
21032,avatars/21032.png,https://cdnimg-v2.gamekee.com/images/www/1603794117330_87315801.png,S.T.F.,5星,攻暴,光,通用,通用,否,诅咒伤害增加（普：200/300；闪：220/320）,,525,,,265,,1827,,,1450,,573,,,289,,1896,,,1484
21033,avatars/21033.png,https://cdnimg02.gamekee.com/M00/14/CB/ChpCl13586qEaVGXAAAAAFI2ZPU214.png,狩猎恶魔的恶魔,5星,攻敏,暗,通用,rb,否,在副本中增加暴击伤害（普：4000/6500；闪：4100/6600）,,525,,265,,,1827,,1450,,,573,,289,,,1896,,1484,
21034,avatars/21034.png,https://cdnimg-v2.gamekee.com/images/www/1603879768382_3260557.png,微笑的力量,5星,血攻,木,攻击,通用,否,增加中毒回避率（普：35%/50%；闪：35.5%/50.5%）,1015,515,,,,2537,1812,,,,1111,563,,,,2676,1882,,,
21035,avatars/21035.png,https://cdnimg02.gamekee.com/M00/14/CB/ChpCl1359EeELzUkAAAAAMUx7-k492.png,贯穿天堂的骄傲,5星,攻暴,光,攻击,通用,否,一定几率无视敌人的挑衅并攻击（普：50%/65%；闪：51%/66%）,,515,,,265,,1812,,,1450,,563,,,289,,1882,,,1484
21036,avatars/21036.png,https://cdnimg-v2.gamekee.com/images/www/1605246943744_81157618.png,与那名女祭司一起,5星,血攻,通用,通用,通用,否,增加禁止回复回避率（普：40%/65%；闪：41%/66%）,1015,515,,,,2537,1812,,,,1111,563,,,,2676,1882,,,
21012,avatars/21012.png,https://cdnimg02.gamekee.com/M00/14/CA/ChpCl1354qSEEL0eAAAAAL3JbSw870.png,天使般的微笑,5星,血敏,通用,通用,pvp,是,在PVP中增加中毒伤害（普：300/600；闪：X/625）,1095,,,335,,2653,,,1551,,,,,,,2792,,,1586,
21037,avatars/21037.png,https://cdnimg01.gamekee.com/M00/14/CB/ChpCl13590uEQdqIAAAAAOU35eM974.png,银河的休息处,5星,,,,,,,,,,,,,,,,,,,,,,,,,,
171908,avatars/171908.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/236746/2022/10/9/358640.png,作战会议！,4星,血防,通用,通用,通用,否,装备时，增加全部能力（普：200/；闪：/）,760,,380,,,,,,,,,,,,,,,,,
21049,avatars/21049.png,https://cdnimg01.gamekee.com/M00/14/CC/ChpCl135_3uEDB0vAAAAAAhyP1o463.png,巨大的休息处,4星,,,,,,,,,,,,,,,,,,,,,,,,,,
21048,avatars/21048.png,https://cdnimg01.gamekee.com/M00/14/CC/ChpCl135_xmESgSyAAAAAIdd32A900.png,今天是好孩子魔亚哦,4星,血敏,通用,通用,通用,否,增加中毒伤害（50/250）,,,,,,,,,,,,,,,,,1912,,,1468
21047,avatars/21047.png,https://cdnimg-v2.gamekee.com/images/dc/1589536713500_67306823.png,女神的洗礼,4星,血防,通用,通用,通用,否,持续回复量增加（25/125）,,,,,,,,,,,,,,,,,1912,,,1468
21046,avatars/21046.png,https://cdnimg01.gamekee.com/M00/14/CC/ChpCl135_nuEYIN9AAAAAEwNnAg067.png,时间结束,4星,血攻,通用,通用,pvp,否,增加在PVP中的沉默回避率（10%/16%）,,,,,,,,,,,,,,,,,1912,,,1468
21045,avatars/21045.png,https://cdnimg02.gamekee.com/M00/14/CC/ChpCl135_jWECFUCAAAAAG9Fczg333.png,跳高高,4星,攻暴,火,通用,通用,否,增加流血伤害（70/150）,,,,,,,,,,,,,,,,,1912,,,1468
21044,avatars/21044.png,https://cdnimg01.gamekee.com/M00/14/CC/ChpCl135_eWEMMmAAAAAAGRHrk0036.png,战略家的夜晚,4星,血防,通用,防御,通用,否,增加最大防御力（10%/20%）,,,,,,,,,,,,,,,,,1912,,,1468
21043,avatars/21043.png,https://cdnimg01.gamekee.com/M00/14/CC/ChpCl135_aCERP8gAAAAAAmwnmQ690.png,Hero,4星,攻敏,通用,通用,pvp,否,在PVP中发动攻击时吸收HP（100/200）,,,,,,,,,,,,,,,,,1912,,,1468
21042,avatars/21042.png,https://cdnimg.gamekee.com/wiki2.0/images/w_135/h_135/1164/56174/2023/5/5/386990.png,梦幻队伍,4星,攻防,通用,通用,通用,否,攻击敌人恢复HP（700/1500,,,,,,,,,,,,,,,,,1912,,,1468
21041,avatars/21041.png,https://cdnimg.gamekee.com/wiki2.0/images/w_135/h_135/1164/56174/2023/5/5/280392.png,享乐之城,4星,血防,木,通用,通用,否,回复量增加（400/800）,,,,,,,,,,,,,,,,,1912,,,1468
21040,avatars/21040.png,https://cdnimg.gamekee.com/wiki2.0/images/w_135/h_135/1164/56174/2023/5/5/625896.png,露娜,4星,防敏,通用,通用,pvp,是,在PVP中的失明回避率增加（15%/21%）,,,,,,,,,,,,,,,,,1912,,,1468
21039,avatars/21039.png,https://cdnimg.gamekee.com/wiki2.0/images/w_135/h_135/1164/56174/2023/5/5/603077.png,女天狗,4星,血暴,光,通用,通用,是,诅咒伤害增加（75/155）,,,,,,,,,,,,,,,,,1912,,,1468
21038,avatars/21038.png,https://cdnimg02.gamekee.com/M00/14/CB/ChpCl135-wGEQ189AAAAAGszKfo348.png,Nightmare,4星,攻暴,通用,通用,pvp,是,在PVP中增加流血回避率（15%/21%）,,,,,,,,,,,,,,,,,1912,,,1468
21058,avatars/21058.png,https://cdnimg01.gamekee.com/M00/14/CC/ChpCl136AiyEQsUXAAAAAKhEptk706.png,一般的休息处,3星,,,,,,,,,,,,,,,,,,,,,,,,,,
21057,avatars/21057.png,https://cdnimg01.gamekee.com/M00/14/CC/ChpCl136Ac-ENBmqAAAAAFC1Nb0132.png,海中偶像,3星,血敏,水,通用,通用,否,增加中毒伤害（30/120）,,,,,,,,,,,,,,,,,1912,,,1468
21056,avatars/21056.png,https://cdnimg02.gamekee.com/M00/14/CC/ChpCl136AYiEbra_AAAAAG5mBTs245.png,最甜蜜的求婚,3星,血攻,火,通用,通用,否,增加流血伤害（20/80）,,,,,,,,,,,,,,,,,1912,,,1468
21055,avatars/21055.png,https://cdnimg01.gamekee.com/M00/14/CC/ChpCl136AUOEKSGqAAAAAG2Q0kM302.png,秘密的约会,3星,血暴,木,通用,通用,否,增加最大HP（200/X）,,,,,,,,,,,,,,,,,1912,,,1468
21054,avatars/21054.png,https://cdnimg02.gamekee.com/M00/14/CC/ChpCl136AQWERuYzAAAAAPPoAw0197.png,午后列车,3星,血防,光,通用,通用,否,诅咒伤害增加（20/X）,,,,,,,,,,,,,,,,,1912,,,1468
21053,avatars/21053.png,https://cdnimg01.gamekee.com/M00/14/CC/ChpCl136ALuESNRPAAAAAEV0EYo159.png,小小袭击者,3星,攻敏,通用,攻击,通用,否,增加攻击力（300/X）,,,,,,,,,,,,,,,,,1912,,,1468
21052,avatars/21052.png,https://cdnimg02.gamekee.com/M00/14/CC/ChpCl136AHWEWHGzAAAAAJQjVHQ849.png,认真的员工,3星,攻暴,暗,通用,通用,否,增加最大防御力（200/X）,,,,,,,,,,,,,,,,,1912,,,1468
21051,avatars/21051.png,https://cdnimg.gamekee.com/wiki2.0/images/w_135/h_135/1164/56174/2023/5/5/15872.png,心,3星,攻敏,通用,通用,通用,否,最终暴击增加（100/X）,,,,,,,,,,,,,,,,,1912,,,1468
21050,avatars/21050.png,https://cdnimg.gamekee.com/wiki2.0/images/w_135/h_135/1164/56174/2023/5/5/390074.png,海咲,3星,防暴,通用,通用,通用,否,持续回复量增加（15/60）,,,,,,,,,,,,,,,,,1912,,,1468
