content_id,avatar_file,avatar_url,name,element,rarity,tap,slide,drive,leader,lv1,lv70
169236,avatars/169236.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/923204.png,仿生人撒拉,水,稀有,,,2名水属性盟友防御力+22.5%，持续20秒,,,LV70
169237,avatars/169237.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/153686.png,严厉的托特,水,稀有,自身所有Skill伤害防御力+12.5%，持续8秒,,,,,LV70
169238,avatars/169238.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/666715.png,独白的阿莫尔,木,稀有,,对攻击目标中的水属性敌人造成350加成伤害,,,,LV70
169239,avatars/169239.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/720853.png,花园的波摩纳,光,稀有,,,2名盟友（低HP）持续回复+120HP（每2秒1次），持续16秒,,,LV70
169240,avatars/169240.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/498716.png,暗夜的缪思,木,稀有,,,,水属性敌人的弱点防御力-5%,,LV70
169241,avatars/169241.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/408641.png,草原的芙萝拉,木,稀有,,2名木属性盟友防御力+22.5%，持续16秒,,,,LV70
169242,avatars/169242.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/636474.png,忠诚的雅加,水,稀有,,,,火属性敌人的Skill量表充能速度-5%,,LV70
169243,avatars/169243.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/617331.png,悲伤的商籁,水,稀有,对攻击目标造成中毒（每当目标行动时，造成350伤害，并在受到伤害时附加加成伤害），持续3回,,,,,LV70
169244,avatars/169244.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/880465.png,无聊的墨尔波墨涅,暗,稀有,,,1名盟友（高攻击力）Skill伤害+25%，持续20秒,,,LV70
169245,avatars/169245.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/447903.png,战场的涅伊特,火,稀有,对攻击目标造成225无视防御伤害,,,,,LV70
169246,avatars/169246.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/201029.png,巧手的卡尔克斯,光,稀有,,攻击目标的持续回复量-17.5%，持续12秒,,,,LV70
169247,avatars/169247.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/373910.png,努力的奎里努斯,水,稀有,,2名水属性盟友的Skill量表充能速度+37.5%，持续16秒,,,,LV70
169248,avatars/169248.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/29445.png,探险家芬里尔,火,稀有,对攻击目标中的木属性敌人造成225加成伤害,,,,,LV70
169249,avatars/169249.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/211072.png,挑战者安布罗西亚,木,稀有,,,,木属性盟友的Slide skill伤害+5%,,LV70
169250,avatars/169250.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/974769.png,盛开的艾拉托,光,稀有,有45%的机率移除1名盟友（持续伤害状态）的持续伤害效果,,,,,LV70
169251,avatars/169251.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/55571.png,羞怯的弗雷希亚,火,稀有,,,,全体敌人的防御力-5%,,LV70
169252,avatars/169252.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/98023.png,芬芳的欧罗巴,木,稀有,,,,赋予木属性盟友吸血（攻击时回复200HP）,,LV70
169253,avatars/169253.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/768073.png,逆袭的缇西福涅,木,稀有,,自身获得吸血（攻击时回复250HP），持续16秒,,,,LV70
169254,avatars/169254.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/775868.png,忧郁的尼曼,暗,稀有,,,攻击目标中2名敌人（高攻击力）的攻击力-15%，持续16秒,,,LV70
169255,avatars/169255.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/542300.png,愤怒的摩莉甘,暗,稀有,,,,暗属性盟友的Slide Skill伤害+5%,,LV70
169256,avatars/169256.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/31191.png,黎明普西芬尼,暗,稀有,,攻击目标的弱点防御-17.5%，持续12秒,,,,LV70
169257,avatars/169257.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/388561.png,流浪的少女侦探,光,稀有,,,攻击目标的回复量-17.5%，持续16秒,,,LV70
169258,avatars/169258.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/592091.png,暗夜塞勒涅,木,稀有,赋予1名盟友（低HP）屏障+1150（在HP受影响前，吸收所有敌方攻击伤害，无法与减益屏障同时启用），持续10秒,,,,,LV70
169259,avatars/169259.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/35340.png,成功的勒达,光,稀有,,2名盟友（低HP）持续回复量+17.5%，持续16秒,,,,LV70
169260,avatars/169260.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/278897.png,欣喜的厄俄斯,光,稀有,对攻击目标中的暗属性敌人造成225加成伤害,,,,,LV70
169262,avatars/169262.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/343206.png,懒散的玛雅乌尔,水,稀有,,1名盟友（高攻击力）的Skill量表充能量+32.5%，持续16秒,,,,LV70
169263,avatars/169263.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/401709.png,危险的福尔图娜,火,稀有,,有45%的机率移除2名盟友（混乱中）的混乱,,,,LV70
169264,avatars/169264.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/668329.png,小不点格蕾,木,稀有,对攻击目标中的水属性敌人造成225加成伤害,,,,,LV70
169265,avatars/169265.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/65769.png,暗夜的阿提蜜丝,暗,稀有,,对攻击目标造成350无视防御伤害,,,,LV70
169266,avatars/169266.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/758874.png,佣兵赫克特,火,稀有,,对攻击目标造成流血（每2秒造成60持续伤害），持续14秒,,,,LV70
169267,avatars/169267.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/208888.png,战士芙丽嘉,光,稀有,,,,光属性盟友的回避率+5%,,LV70
169289,avatars/169289.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/317716.png,卑微的仙女琉刻,光,罕见,,,2名盟友（低HP）持续回复+110HP（每2秒1次），持续16秒,,,LV70
169291,avatars/169291.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/583683.png,诅咒的斯库尔德,暗,罕见,,,攻击目标中的光属性敌人攻击力-12.5%，持续16秒,,,LV70
169294,avatars/169294.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/360720.png,满月亚娜,光,罕见,,,攻击目标中的暗属性敌人敏捷度-5%，持续6秒,,,LV70
169296,avatars/169296.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/910057.png,疾走的阿特丽波斯,木,罕见,,,对攻击目标中的水属性敌人造成500固定伤害,,,LV70
169298,avatars/169298.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/871421.png,深渊的塔丽塔洛斯,火,罕见,赋予1名火属性盟友减益屏障+800（不能与吸收减益伤害的护盾共用，不能与其他屏障共用），持续10秒,,,,,LV70
169299,avatars/169299.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/372972.png,奔跑的塞莎特,水,罕见,攻击目标的skill量表-15%,,,,,LV70
169301,avatars/169301.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/492737.png,花园的伊登,暗,罕见,,对攻击目标造成500固定伤害,,,,LV70
169303,avatars/169303.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/788698.png,突击阿塔兰塔,水,罕见,对攻击目标造成200加成伤害,,,,,LV70
169304,avatars/169304.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/819657.png,海市蜃楼魔甘娜,光,罕见,1名盟友（低HP）持续回复量+15%，持续10秒,,,,,LV70
169306,avatars/169306.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/190426.png,开心的欧洛斯,水,罕见,,1名水属性盟友的skill量表充能量+30%，持续16秒,,,,LV70
169308,avatars/169308.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/843717.png,狂暴的巴耳,暗,罕见,,,,赋予自身反射（反射4%受到的伤害）,,LV70
169312,avatars/169312.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/251607.png,聆听的阿瑞图萨,木,罕见,攻击目标的弱点防御-15%，持续8秒,,,,,LV70
169315,avatars/169315.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/512270.png,再生的兀儿肯,水,罕见,对攻击目标中的1名随机敌人造成中毒（每当目标行动时，造成300伤害，并在受到伤害时附加加成伤害），持续3回合,,,,,LV70
169328,avatars/169328.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/651225.png,暗夜的提亚玛特,火,罕见,,,攻击目标的防御力-5%，持续16秒,,,LV70
169330,avatars/169330.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/368491.png,猶大,火,罕见,,赋予1名火属性盟友屏障+1000（在HP受影响前，吸收所有敌方攻击伤害，无法与建议屏障同时启用），持续16秒,,,,LV70
169331,avatars/169331.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/860455.png,邻居处容,光,罕见,,,,光属性盟友的敏捷度+4%,,LV70
169333,avatars/169333.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/464085.png,梦想的黑卡蒂,水,罕见,,,,火属性敌人的skill量表充能速度-4%,,LV70
169334,avatars/169334.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/47269.png,燃烧的菲尼克斯,火,罕见,,赋予自身挑衅（有65%的概率发动），持续12秒,,,,LV70
169335,avatars/169335.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/805631.png,灼热的派罗,火,罕见,,,全体火属性盟友TS伤害+20%，持续20秒,,,LV70
169336,avatars/169336.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/559790.png,破坏的塞赫麦特,火,罕见,,对攻击目标的木属性敌人造成回避率-5%，持续12秒,,,,LV70
169337,avatars/169337.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/72516.png,捕捉的克拉托斯,暗,罕见,自身SS伤害+20%，持续10秒,,,,,LV70
169338,avatars/169338.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/4636.png,暗夜祭梅迪,火,罕见,,有100%的几率对攻击目标造成禁止回复（吸血/HP吸取除外），持续12秒启动概率：65%,,,,LV70
169340,avatars/169340.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/299689.png,夜下少女许普诺斯,火,罕见,,,,火属性盟友的攻击力+4%,,LV70
169341,avatars/169341.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/937034.png,战士瓦尔基丽,暗,罕见,自身暴击+14%，持续10秒,,,,,LV70
169343,avatars/169343.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/828661.png,名将吉妮丝,暗,罕见,,对攻击目标中的光属性敌人造成300加成伤害,,,,LV70
169345,avatars/169345.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/50652.png,你的萨耳玛西斯,光,罕见,,1名光属性盟友回复量+15%，持续16秒,,,,LV70
169346,avatars/169346.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/126337.png,创造的巴风特,水,罕见,,,,水属性盟友的防御力+4%,,LV70
169347,avatars/169347.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/337281.png,求道者以利亚,暗,罕见,,1名暗属性盟友暴击率+15%，持续16秒,,,,LV70
169349,avatars/169349.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/25816.png,闪耀的阿波罗,木,罕见,,,2名木属性盟友弱点攻击防御力+10%，持续20秒,,,LV70
169350,avatars/169350.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/714344.png,报复的美狄亚,暗,罕见,自身暴击率+15%，持续10秒,,,,,LV70
169351,avatars/169351.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/572035.png,热血的维斯塔,火,罕见,,自身TS伤害+20%，持续16秒,,,,LV70
169352,avatars/169352.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/689121.png,调味的高嘉,水,罕见,,,有40%的概率移除攻击目标的1个增益,,,LV70
169353,avatars/169353.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/949114.png,毒舌的巴里斯,木,罕见,,,,水属性敌人的弱点防御力-4%,,LV70
169354,avatars/169354.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/322453.png,断连的忒弥斯,光,罕见,,自身敏捷度+14%，持续16秒,,,,LV70
169357,avatars/169357.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/461652.png,修复的卜塔,木,罕见,,,,木属性盟友的防御力+4%,,LV70
169358,avatars/169358.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/471447.png,牺牲的贞德,水,罕见,,,有40%的几率移除2名盟友（受到减益）的1个减益,,,LV70
169359,avatars/169359.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/958143.png,守护的传奇,暗,罕见,,对攻击目标中的光属性敌人造成300无视防御伤害,,,,LV70
169360,avatars/169360.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/773712.png,狂言的比利特,光,罕见,,1名光属性盟友持续回复量+15%，持续16秒,,,,LV70
169362,avatars/169362.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/516664.png,守序的沙玛什,火,罕见,对攻击目标中的1个随机敌人造成流血（每2秒50持续伤害），持续10秒,,,,,LV70
169363,avatars/169363.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/82557.png,恶毒的卡莉普索,水,罕见,,,对攻击目标造成中毒（每当目标行动时，造成300伤害，并在受到伤害时附加加成伤害），持续4回合,,,LV70
169364,avatars/169364.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/944054.png,怠惰的缪妮摩西妮,水,罕见,攻击目标中1名随机敌人的skill量表充能速度-15%，持续8秒,,,,,LV70
169367,avatars/169367.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/860578.png,静谧的戴安娜,木,罕见,,,对2名木属性盟友赋予屏障+1000（在HP受影响前，吸收所有敌方攻击伤害，无法与减益屏障同时启用），持续20秒,,,LV70
169368,avatars/169368.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/210581.png,活跃的阿莱克托,暗,罕见,1名盟友（低HP）减益回避率+10%，持续10秒,,,,,LV70
169369,avatars/169369.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/764509.png,天真的弗蕾亚,木,罕见,攻击时恢复HP200点,,,,,LV70
169370,avatars/169370.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/967538.png,觉醒的辛西亚,暗,罕见,1名暗属性盟友暴击最终伤害+20%，持续10秒,,,,,LV70
169371,avatars/169371.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/86761.png,激情的厄里丝,木,罕见,治疗只身+300HP,,,,,LV70
169372,avatars/169372.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/360237.png,看门犬库西,光,罕见,,赋予自身激怒（最多累积125%所受伤害，并一次回击），持续1阶段,,,,LV70
169373,avatars/169373.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/103791.png,奉仕的迪诺,水,罕见,,1名盟友（受到减益）持续回复+110HP（每2秒1次），持续12秒,,,,LV70
169374,avatars/169374.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/893802.png,虚张声势的狄蜜特,火,罕见,,为1名盟友（低HP）回复+900HP,,,,LV70
169375,avatars/169375.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/107924.png,妲比,火,罕见,,,对攻击目标造成流血（每2秒造成50持续伤害），持续18秒,,,LV70
169376,avatars/169376.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/293096.png,丽莎,水,罕见,,全体盟友skill伤害+20%，持续16秒,,,,LV70
169377,avatars/169377.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/245195.png,莫娜,暗,罕见,自身获得吸血（攻击时回复200HP），持续10秒,,,,,LV70
169382,avatars/169382.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/701368.png,好孩子的礼物袋,暗,常见,,,,全体盟友的暴击率+3%,,LV70
169385,avatars/169385.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/344891.png,冰王苍龙,水,常见,,赋予自身屏障+800（在HP受影响前，吸收所有敌方攻击伤害，无法与减益屏障同时启用），持续16秒,,,,LV70
169389,avatars/169389.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/96886.png,黑羽的暗隆,暗,常见,1名暗属性盟友减益命中率+1%，持续10秒,,,,,LV70
169391,avatars/169391.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/613361.png,光羽的光隆,光,常见,1名光属性盟友命中率+5%，持续10秒,,,,,LV70
169393,avatars/169393.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/459797.png,绿羽的草隆,木,常见,1名木属性盟友弱点攻击最终伤害+10%，持续10秒,,,,,LV70
169396,avatars/169396.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/417374.png,红羽的火隆,火,常见,1名火属性盟友攻击力+15%，持续10秒,,,,,LV70
169399,avatars/169399.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/140827.png,水羽的波隆,水,常见,1名水属性盟友的Skill量表+3%,,,,,LV70
169402,avatars/169402.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/662461.png,紫色的复仇女孩,暗,常见,,,攻击目标的攻击力-10%，持续16秒,,,LV70
169405,avatars/169405.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/986638.png,发光的复仇女孩,光,常见,,,攻击目标的减益回避率-2%，持续16秒,,,LV70
169407,avatars/169407.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/964169.png,绿色的复仇女孩,木,常见,,,攻击目标的弱点防御-10%，持续16秒,,,LV70
169410,avatars/169410.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/72324/2022/9/14/628612.png,红色的复仇女孩,火,常见,,,攻击目标的防御力2%，持续16秒,,,LV70
169380,avatars/169380.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/417260.png,蓝色的复仇女孩,水,常见,,,攻击目标的Skill量表充能速度10%，持续16秒,,,LV70
169383,avatars/169383.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/842911.png,暗黑的看守者,暗,常见,,,赋予自身反射(反射5%受到的伤害)，持续20秒,,,LV70
169386,avatars/169386.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/118165.png,光明的看守者,光,常见,,1名光属性盟友的所有Skill伤害防御力+5%，持续12秒,,,,LV70
169388,avatars/169388.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/388151.png,绿色的看守者,木,常见,,赋予1名木属性盟友吸血(攻击时回复100HP)，持续16秒,,,,LV70
169390,avatars/169390.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/346999.png,红色的看守者,火,常见,,赋予1名火属性盟友屏障+800(在HP受影响前，吸收所有敌方攻击伤害，无法与减益屏障同时启用)，持续16秒,,,,LV70
169394,avatars/169394.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/19607.png,蓝色的看守者,水,常见,,1名水属性盟友防御力+15%，持续16秒,,,,LV70
169397,avatars/169397.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/234490.png,吵杂的毛球毛球,,常见,赋予自身屏障+800(在HP受影响前，吸收所有敌方攻击伤害， 无法与减益屏障同时启用)，持续10秒,,,,,LV70
169403,avatars/169403.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/63428/2022/9/16/311367.png,热血的封箱者,光,常见,1名光属性盟友敏捷度+11%，持续10秒,,,,,LV70
169408,avatars/169408.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/26004.png,惊人的宝箱怪,,常见,,攻击目标的防御力-2%，持续12秒,,,,LV70
169411,avatars/169411.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/319618.png,球鞋斗土,火,常见,,,,火属性盟友的Tap Skill伤害+3%,,LV70
169413,avatars/169413.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/43637/2022/9/14/497300.png,疯狂兔兔阿姆斯,光,常见,,赋予自身激怒(最多累积100%所受伤害，并一次回击)，持续1阶段,,,,LV70
169379,avatars/169379.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/277176.png,噩梦曼提,木,常见,对攻击目标造成150加成伤害,,,,,LV70
169381,avatars/169381.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/607426.png,DJ赫兹,水,常见,随机1名盟友的skill量表充能速度+30%，持续10秒,,,,,LV70
169384,avatars/169384.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/16045.png,嗡嗡的噪音,光,常见,,对攻击目标造成失明（减少攻击命中率10%），持续12秒,,,,LV70
169387,avatars/169387.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/294255.png,束领结的侍者,木,常见,赋予1名自身以外的木属性盟友吸血（攻击时回复100HP），持续10秒,,,,,LV70
169392,avatars/169392.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/227676.png,毒药安瓿,木,常见,,1名盟友（低HP）弱点攻击防御力+5%，持续16秒,,,,LV70
169395,avatars/169395.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/226605.png,绿头盔巴祖卡,火,常见,,,对攻击目标造成流血（每2秒造成20持续伤害），持续18秒,,,LV70
169398,avatars/169398.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/252689.png,沙漠的巴西利斯克,木,常见,,,攻击时回复200HP,,,LV70
169401,avatars/169401.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/690723.png,泛用型锁链杀手,暗,常见,自身所有skill伤害防御力+5%，持续8秒,,,,,LV70
169404,avatars/169404.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/634242.png,破坏的卡利宇迦,光,常见,赋予自身激怒（最多累积100%所受伤害，并一次回击），持续1阶段,,,,,LV70
169406,avatars/169406.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/810637.png,声音传讯者,暗,常见,自身防御力+15%，持续10秒,,,,,LV70
169409,avatars/169409.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/726917.png,四分五裂泰迪,光,常见,,,,光属性盟友的回避率+3%,,LV70
169412,avatars/169412.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/337483.png,冷酷的冰龙,水,常见,,赋予自身挑衅（有60%的几率发动），持续12秒,,,,LV70
169414,avatars/169414.png,https://cdnimg.gamekee.com/wiki2.0/images/w_250/h_250/202/57/2022/9/14/66162.png,愤怒的炎龙,火,常见,,自身所有skill伤害防御力+5%，持续12秒,,,,LV70
