content_id,name,rarity,element,role,path,cp_init,hp_init,atk_init,def_init,agl_init,crt_init,cp_max,hp_max,atk_max,def_max,agl_max,crt_max,auto_text,tap_text,tap_ignited,slide_text,slide_ignited,drive_text,drive_ignited,leader_text
155211,无忧无虑的妖精德律阿得斯,5星,暗,治疗型,图鉴资料 / 暗 / 无忧无虑的妖精德律阿得斯,,,,,,,,,,,,,对目标造成96（662）自动攻击伤害(自动),造成342（2347）伤害，对1名攻击型盟友赋予无敌(无视所有攻击及减益效果)，持续3秒,造成2347伤害，对1名攻击型盟友赋予无敌(无视所有攻击及减益效果)，持续5秒,2名盟友(最低HP)持续回复192（436）HP(每2秒1次)，持续14秒 ，并有70%（90.1％）机率使3名暗属性盟友(最高攻击力)的弱化减益无效，持续14秒,3名盟友(最低HP)持续回复436HP(每2秒1次)，持续14秒，并有90.1 %机率使3名暗属性盟友(最高攻击力)的弱化减益无效，持续14秒。在PvP中，减益持续时间-52.8%,复活1名死去的暗属性盟友，且将HP回复至20%，并赋予无敌(无视所有攻击和减益效果， 16秒后或是受到3次攻击后消失),复活1名死去的暗属性盟友，且将HP回复至20%，并赋予无敌(无视所有攻击和减益效果，16秒后或是受到4次攻击后消失),自身以外的所有盟友获得起死回生【复活。第一个阵亡的盟友，回复50%HP(仅限一次)】
153064,失乐园夏娃,5星,光,攻击型,图鉴资料 / 暗 / 失乐园夏娃,,,,,,,,,,,,,对目标造成114（753）自动攻击伤害（自动）,对1名敌人（优先：干扰型）造成503（3076）伤害，对光属性目标造成430（935）加成伤害。,对2名敌人（优先：干扰型）造成3136伤害，对光属性目标造成1235加成伤害。,对随机2名敌人造成1015（4696）伤害的2连击，及480（1296）无视防御伤害，并对光属性敌人造成650（1106）加成伤害。于副本时，自身获得沉默减益回避率+60%（91.8%），持续14秒。,对随机3名敌人造成4896伤害的2连击，及1496无视防御伤害，并对光属性敌人造成1306加成伤害。于副本时，自身获得沉默减益回避率+96.8%，持续14秒。,对随机4名敌人造成2718（8711）伤害，自身攻击力+50%（70%），持续2回合,对随机4名敌人造成9371伤害，自身攻击力+70%，持续2回合,暗属性盟友的攻击力+20%（副本中追加+20%攻击力）
151949,奇幻之梦丽莎,5星,暗,干扰型,图鉴资料 / 暗 / 奇幻之梦丽莎,,,,,,,,,,,,,造成103（694）自动攻击伤害,对1名敌人造成403（2608）伤害（优先：攻击型），赋予目标10S内SS最终伤害-25（45.8）%和爆弹【10S后造成3500（5000）点真实伤害】,对2名敌人造成2633害（优先：攻击型），赋予目标10S内SS最终伤害-45.8%和爆弹（10S后造成5900点真实伤害）,对2个敌人造成708（4052）点伤害（优先：攻击型），赋予目标12S内攻击力-28（58.4）%，且有70（90.1）%概率重置目标skill量表。PVP限定：对2名攻击型敌人造成20S内烙印【每4秒造成目标（BUFF数量+1）*250的持续伤害，最大计算6个BUFF（最终乘数为7）】,对3个敌人造成4152点伤害（优先：攻击型），赋予目标12S内攻击力-58.4%，且有90.1%概率重置目标skill量表。PVP限定：对2名攻击型敌人造成20S内烙印【每4秒造成目标（BUFF数量+1）*350的持续伤害，最大计算6个BUFF（最终乘数为7）】,对攻击力最高的3名敌人造成2103（7298）点伤害，并赋予爆弹（5S后造成4000点真实伤害）和16S内技能最终伤害-35%,对攻击力最高的3名敌人造成7628点伤害，并赋予爆弹（5S后造成4000点真实伤害）和16S内技能最终伤害-45%,全体敌人的攻击力-15%，PVP限定：额外追加15%
96759,诱惑的雷亚西尔维亚,5星,暗,干扰型,图鉴资料 / 暗 / 诱惑的雷亚西尔维亚,,,,,,,,,,,,,对目标造成102（691）自动攻击伤害,对1名敌人（最低HP）造成398（2584）伤害，有74（99.6）%的机率赋予标记（队友会集中攻击被标记的敌人。但挑衅优先），持12秒，并有75（95.1）%的机率移除1个增益,对1名敌人（最低HP）造成2609伤害，有104.6%的机率赋予标记（队友会集中攻击被标记的敌人。但挑衅优先），持12秒，并有95.1%的机率移除增益（最多2个）,对2名敌人（优先：受到减益）造成690（4011）伤害，增加+23（46.6）%减益持时间（根据目前剩余的持续时间），持续12秒，造成分解【每2秒造成210（800）持续伤害，无法缩减或延长减益效果】，持续14秒,对3名敌人（优先：受到减益）造成4111伤害，增加+46.6%减益持时间（根据目前剩余的持续时间），持续12秒，造成分解（每2秒造成950持续伤害，无法缩减或延长减益效果），持续14秒,对3名敌人（最高攻击力）造成2065（7194）伤害，造成分解（每2秒造成600持续伤害，无法缩减或延长减益效果），持续14秒，并有80%的机率造成混乱，持续10秒,对3名敌人（最高攻击力）造成7524伤害，造成分解（每2秒造成800持续伤害，无法缩减或延长减益效果），持续14秒，并有80%的机率造成混乱，持续10秒,全体敌人减益持续时间+12%（在PvP中增加+15%减益持续时间）
93898,无忧无虑的哪咤,5星,暗,辅助型,图鉴资料 / 暗 / 无忧无虑的哪咤,,,,,,,,,,,,,对目标造成101（687）自动攻击伤害,造成395（2554）伤害，有70（90.1）%机率无效2名盟友（优先：有感电）的感电，持续5秒,造成2579伤害，有95.1%机率无效2名盟友（优先：有感电）的感电，持续10秒,造成719（4009）伤害，赋予5名暗属性盟友双刃剑【攻击力上升与防御力下降65（110.2）%】，持续16秒。对象为世界王时，5名暗属性盟友的Skill量表充能速度+40（74.5）%，持续16秒,造成4109伤害，赋予5名暗属性盟友（最高攻击力）双刃剑（攻击力上升与防御力下降110.2%），持续2回合。对象为世界王时，5名暗属性盟友的Skill量表充能速度+74.5%，持续2回合,对随机3名敌人造成1860（6834）伤害，暗属性盟友的Skill量表充能速度+70%，持续20秒。对象为世界王时，暗属性盟友Slide skill冷却时间-1秒,对随机3名敌人造成7164伤害，暗属性盟友的Skill量表充能速度+70%，持续3回合。对象为世界王时，暗属性盟友Slide skill冷却时间-1秒,暗属性队友的攻击力+18%（若对象为世界王，则暗属性队友攻击力+20%）
90646,铁匠赫菲斯托斯,5星,暗,辅助型,图鉴资料 / 暗 / 铁匠赫菲斯托斯,,,,,,,,,,,,,对目标造成101（687）自动攻击伤害,造成391（2547）伤害，赋予2名盟友（优先：攻击型）减益回避率+15（28.8）%，持续10秒。在PVP中，使2名攻击型盟友Skill量表获得+18（40.8）%充能量,造成2572伤害，赋予2名盟友（优先：攻击型）减益回避率+373%，持续10秒。在PVP中，使2名攻击型盟友Skill量表获得+45.8%充能量,对随机2名敌人造成719（4004）伤害，赋予5名暗属性盟友屏障【在HP受影响前，吸收+1800（2249）所有敌方攻击伤害，无法与减益屏障同时启用】，持续16秒。在PVP中，无效化3名暗属性盟友的减益（14秒后或是受到1次减益攻击后消失）,对随机2名敌人造成4104伤害，赋予5名暗属性盟友屏障【在HP受影响前，吸收+2249所有敌方攻击伤害，无法与减益屏障同时启用】，持续16秒，并无效化3名暗属性盟友（最低HP）的减益（14秒后或是受到1次减益攻击后消失）,对随机3名敌人造成1858（6827）伤害，为3名暗属性盟友（自身除外）移除减益，且有80%的机率充满Skill量表,对随机3名敌人造成7157伤害，为3名暗属性盟友（最高攻击力，自身除外）移除减益，且有80%的机率充满Skill量表,暗属性队友的减益回避率+15%
89790,迅速的莱玛,5星,暗,辅助型,图鉴资料 / 暗 / 迅速的莱玛,,,,,,,,,,,,,对目标造成101（684）伤害1次,对目标造成380*（2519）伤害1次移除减益效果：2名盟友（受到减益）60%（80.1%）概率移除减益效果：2名盟友（受到减益）60%（80.1%）概率完全充能：2名如果效果遭移除90%几率,对目标造成2544伤害1次免疫：2名盟友（受到减益）85.1%完全充能：2名如果效果遭移除95%几率,对2名敌人（随机）造成463（3928）伤害1次Skill充能↑：16秒内，3名暗属性盟友（高攻击力）+20%（83%）减益效果回避率↑：16秒内，3名暗属性盟友（高攻击力）+20%（50.5%）,"对2名敌人（随机）造成4028伤害1次 Skill充能↑：16秒内，3名暗属性盟友（高攻击力）+83%减益效果回避率↑：16秒内，3名暗属性盟友（高攻击力）+50.5%时间扭曲：2回合内，3名暗属性盟友（PvP,高攻击力95.1%概率）",对3名敌人（随机）造成2042（6956）伤害1次Skill充能↑：20秒内，3名暗属性盟友优先+50%减益效果无效：16秒内1次，3名暗属性盟友优先100%概率,对3名敌人（随机）造成7286伤害1次 Skill充能↑：2回合内，3名暗属性盟友优先+60% 减益效果无效：16秒内2次，3名暗属性盟友优先100%概率,Skill充能↑：永远套用所有暗属性盟友+20%
83953,竞速泽菲罗斯,5星,暗,攻击型,图鉴资料 / 暗 / 竞速泽菲罗斯,,,,,,,,,,,,,对目标造成114(751)自动攻击伤害,对1名敌人（优先：最高攻力）造成495（3055）伤害，赋予自身连击【如果攻击的敌人死亡或HP降到0，则对随机1名敌人造成2000（3125）固定加成伤害】，持20秒，及在PvP中有70（92.8）%的机率赋予自身无视反射,对2名敌人（优先：最高攻力）造成3115伤害，赋予自身连击（如果攻击的敌人死亡或HP降到0，则对随机1名敌人造成4125固定加成伤害），持2回合，及在PvP中有92.8%的机率赋予自身无视反射,对1名敌人（优先：最低HP）造成961（4628）伤害的3连击，400（1603）加成伤害。PVP限定，及在PvP中对1名敌人（优先：最高攻击力）造成2000（3180）固定伤害,对1名敌人（优先：最低HP）造成4828伤害的4连击，1753加成伤害。PVP限定，及在PvP中对1名敌人（优先：最高攻击力）造成4180固定伤害,对全体敌人造成2605（8536）伤害,对全体敌人造成9196伤害，并对1名比自身还高HP的敌人造成4500固定伤害,赋予暗属性盟友SS最终伤害+15%（在PVP中，暗属性盟友的Skill量表充能速度追加+15%）
83952,吉祥物克洛托,5星,暗,防御型,图鉴资料 / 暗 / 吉祥物克洛托,,,,,,,,,,,,,对目标造成92（642）自动攻击伤害,造成320（2195）伤害，5名暗属性盟友防御力+45（61.6）%，持续12秒,造成2208伤害，5名暗属性盟友防御力+68.6%，持续12秒,对1名随机敌人造成603（3570）伤害，赋予3名盟友（最高HP）反射【反射15（30）%受到的伤害】，持续15秒，和赋予2名盟友（优先：最低HP）忍耐（在经过20秒或受到3次攻击后移除）,对1名随机敌人造成3670伤害，赋予3名盟友（最高HP）反射（反射40%受到的伤害），持续15秒，和赋予3名盟友（优先：最低HP）忍耐（在经过20秒或受到4次攻击后移除）。PVP中，赋予5名队友屏障（在HP受影响前，吸收所有敌方攻击+2360伤害），持续15秒,对随机2名敌人造成1530（5433）伤害，赋予5名暗属性盟友反射（反射35%受到的伤害），持续20秒,对随机2名敌人造成5763伤害，赋予5名暗属性盟友反射（反射35%受到的伤害），持续20秒，及有100%概率获得不死（HP不会低于1），持续14秒,暗属性队友的防御力+20%和反射（反射5%受到的伤害）
82898,淑女帝瓦兹,5星,暗,辅助型,图鉴资料 / 暗 / 淑女帝瓦兹,,,,,,,,,,,,,对目标造成101（687）自动攻击伤害,造成391（2547）伤害，2名盟友（最高攻撃力）的Skill量表+18（40.8）%。在副本中，有70（95）%的机率赋予1名暗属性盟友（最高攻击力）直击（无视目标的忍耐状态），持12秒,造成2572伤害，2名盟友（最高攻撃力）的Skill量表+45.8%。且有95%的机率赋予2名暗属性盟友（最高攻击力）直击（无视目标的忍耐状态），持12秒,造成719（4004）伤害，3名暗属性盟友(最高攻力)的Skill量表充能量+40（78）%及Slide SkiIl却时间-2秒，持16秒。在副本中，3名暗属性盟友(最高攻力)的弱点SkiIl最终伤害+35（100）%,造成4104伤害，3名暗属性盟友(最高攻力)的Skill量表充能量+83%及Slide SkiIl却时间-2秒，持2回合。在副本中，3名暗属性盟友(最高攻力)的弱点SkiIl最终伤害+115%,对随机3名敌人造成1858（6827）伤害，最多5名暗属性队友的drive量表+150,对随机3名敌人造成7157伤害，最多5名暗属性队友的drive量表+150，及3名充能skill中盟友的skill量表+35%,暗属性队友的skill量表充能量+15%（副本中：追加暗属性队友drive量表充能量+20%）
78340,驱魔师阿罗汉,5星,光,攻击型,图鉴资料 / 暗 / 驱魔师阿罗汉,,,,,,,,,,,,,对目标造成114（751）自动攻击伤害,对1名敌人(优先:光属性)造成500（3060）伤害，对光属性敌人造成400（905）加成伤害,对2名敌人(优先:光属性)造成3120伤害，对光属性敌人造成1005加成伤害,对1名敌人造成1011（4675）伤害的3连击，和400（1603）加成伤害(优先：光属性)。在PvP中，有65（87.8）%的机率造成石化(10秒内无法行动，除非受到2次攻击）,对1名敌人造成4875伤害的4连击，和1753加成伤害(优先：光属性)。在PvP中，有92.8%的机率造成石化(10秒内无法行动，除非受到2次攻击）,对全体敌人(优先:最高攻击力)造成2606（8540）伤害，有80%的机率对2名敌人(优先:光属性)造成石化(15秒内无法行动，除非受到2次攻击）,对全体敌人(优先:最高攻击力)造成9200伤害，有80%的机率对2名敌人(优先:光属性)造成石化(15秒内无法行动，除非受到3次攻击）,暗属性队友的暴击率+20%
77369,怪盗罗苹,5星,暗,辅助型,图鉴资料 / 暗 / 怪盗罗苹,,,,,,,,,,,,,对目标造成101（687）自动攻击伤害,造成391（2547）伤害，有70（90.1）%机率让2名盟友（攻击型）获得觉醒（暴击伤害增加30%，并根据增益数增加SS伤害），持续15秒，并且有70（90.1）%机率让2名盟友（最高HP）的晕眩和重击无效，持续8秒,造成2572伤害，有95.1%机率让2名盟友（攻击型）获得觉醒（暴击伤害增加30%，并根据增益数增加SS伤害），持续2回合，并且有95.1%机率让2名盟友（最高HP）的晕眩和重击无效，持续8秒,对随机2名敌人造成719（4004）伤害，3名盟友（攻击型）的暴击率+48（70.1）%和暴击伤害+45（100）%，持续2回合。对象为世界王时，5名暗属性盟友（攻击型）自身SS最终伤害增加+50（90.1）%,对随机2名敌人造成4104伤害，3名盟友（攻击型）的暴击率+75.1%和暴击伤害+100%，持续3回合。对象为世界王时，5名暗属性盟友（攻击型）自身SS最终伤害增加+105.1%,对随机3名敌人造成1858（6827）伤害，5名盟友（攻击型）的TS最终伤害+80%，持续20秒。对象为世界王时，赋予最多5名暗属性盟友（攻击型）攻击态势（只有具此增益的Child能在Fever模式中使用Fever攻击）,对随机3名敌人造成7157伤害，5名盟友（攻击型）的TS最终伤害+80%，持续20秒。对象为世界王时，赋予最多3名暗属性盟友（最高攻击力）攻击态势（只有具此增益的Child能在Fever模式中使用Fever攻击）,暗属性盟友的暴击率+20%（若对象为世界王，则追加暴击伤害+40%）
75601,狡猾的蜜卡拉,5星,暗,治疗型,图鉴资料 / 暗 / 狡猾的蜜卡拉,,,,,,,,,,,,,对目标造成96（662）自动攻击伤害（自动）,对2名敌人造成342（2347）伤害（优先：最低HP），有60%（80.1%）机率造成致命回复（目标回复的生命值会转换为等量的伤害，特定效果除外），持续20秒，并为1名盟友回复403（1468）HP（优先：最低HP）,对2名敌人造成2347伤害（优先：最低HP），有85.1%机率造成致命回复（目标回复的生命值会转换为等量的伤害，特定效果除外），持续20秒，并为2名盟友回复1568HP（优先：最低HP）,对2名敌人造成542（3719）伤害（优先：有致命回复），治疗有致命回复的敌人1653（3527）HP，并治疗2名盟友1853（3727）HP（优先：最低HP）,对3名敌人造成3719伤害（优先：有致命回复），治疗有致命回复的敌人3927HP，并治疗3名盟友3927HP（优先：最低HP）,对2名敌人造成1604（6078）伤害（优先：最低HP），有80%机率造成致命回复（目标回复的生命值会转换为等量的伤害，特定效果除外），持续20秒，并为3名盟友回复1953（2583）HP（优先：最低HP）,对3名敌人造成6078伤害（优先：最低HP），有80%机率造成致命回复（目标回复的生命值会转换为等量的伤害，特定效果除外），持续20秒，并为3名盟友回复2583HP（优先：最低HP）,全体盟友回复量+15%，（PVP中，全体敌人回复量+15%）
74428,月光阿提蜜丝,5星,光,攻击型,图鉴资料 / 暗 / 月光阿提蜜丝,,,,,,,,,,,,,对目标造成114（752）自动攻击伤害,对1名敌人（受到减益）优先造成466（3030）伤害3次，仅限于攻击目标无视防御伤害：1名敌人（受到减益）优先800（1332）伤害量加成伤害：1名光属性敌人550（1055）伤害量魔力伤害：1名光属性敌人（5人巨型BOSS）50000（51180）伤害量,对1名敌人（受到减益）优先造成3090伤害4次，仅限于攻击目标 无视防御伤害：1名敌人（受到减益）优先1332伤害量 加成伤害：1名光属性敌人1155伤害量 魔力伤害：1名光属性敌人（5人巨型BOSS）51180伤害量,对3名光属性敌人优先造成1037（4708）伤害1次，仅限于攻击目标魔力伤害：对攻击对象1000（2180）伤害量时间系增益爆发：3名光属性敌人700（1101）伤害量,对4名光属性敌人优先造成4908伤害1次，仅限于攻击目标 魔力伤害：对攻击对象3180伤害量 时间系增益爆发：4名光属性敌人1501伤害量,对5名敌人造成2659（8615）伤害1次狂暴：20秒内，对自身+100%晕眩：5秒内，对自身100%几率,对5名敌人造成9275伤害1次 狂暴：20秒内，对自身+110% 晕眩：5秒内，对自身100%几率,Tap Skill强化Ⅱ：永远套用所有暗属性盟友+15%Tap Skill强化Ⅱ：永远套用所有暗属性盟友（5人巨型BOSS）+20%
74429,破晓塞美勒,5星,暗,辅助型,图鉴资料 / 暗 / 破晓塞美勒,,,,,,,,,,,,,对目标造成101（687）自动攻击伤害,造成391（2547）伤害，有60（80.1）%的几率为2名有减益的盟友移除减益,造成2572伤害，有85.1%的几率为3名有减益的盟友移除减益,对随机2名敌人造成719（4004）伤害，并有70（90.1）%的几率赋予2名盟友（暗/最高攻击力优先）支援（弱点skill伤害+15%，依目前增益数量的比例增加攻击力），持续16秒，及TS最终伤害+40（75.2）%，持续16秒在副本中，赋予3名队友（最低HP优先）吸血【攻击时回复15（34）%HP】,对随机2名敌人造成4104伤害，并有95.1%的几率赋予3名盟友（暗/最高攻击力优先）支援（弱点skill伤害+15%，依目前增益数量的比例增加攻击力），持续16秒，及TS最终伤害+90.2%，持续16秒在副本中，赋予3名队友（最低HP优先）吸血【攻击时回复34%HP】,对随机3名敌人造成1858（6827）伤害，无效化5名队友的减益（14秒后或是受到1次减益攻击后取消）,对随机3名敌人造成7157伤害，无效化5名队友的减益（14秒后或是受到2次减益攻击后取消）,暗属性队友的弱点skill最终伤害+15%
73725,匆忙的奥弗伊斯,5星,光,攻击型,图鉴资料 / 暗 / 匆忙的奥弗伊斯,,,,,,,,,,,,,对目标造成113（749）自动攻击伤害,对2名敌人（最低HP优先）造成462（3012）伤害，造成屏障反制【移除屏障并造成登坛宫剩余屏障HP70（120）%的伤害】,对3名敌人（最低HP优先）造成3072伤害，造成屏障反制【移除屏障并造成登坛宫剩余屏障HP120%的伤害】及不死持续时间-60.1%,对2名敌人（光属性优先）个别造成每次958（4613）伤害的2连击，造成保护增益爆发（移除最后施加的保护增益，并以*300（700）的系数造成基于该效果种类的伤害）。PVP中，600（1808）加成伤害,对3名敌人（光属性优先）个别造成每次4813伤害的2连击，造成保护增益爆发（移除最后施加的保护增益，并以*701的系数造成基于该效果种类的伤害），及1808加成伤害,对4名敌人（有保护增益优先）造成2600（8509）伤害，造成保护增益爆发（移除最后施加的保护增益，并以*600的系数造成基于该效果种类的伤害）,对所有敌人造成9169伤害，造成保护增益爆发（移除最后施加的保护增益，并以*600的系数造成基于该效果种类的伤害）,暗属性队友的SS最终伤害+18%
65273,闪耀玛尔斯,5星,火,攻击型,图鉴资料 / 暗 / 闪耀玛尔斯,,,,,,,,,,,,,对目标造成114（752）自动攻击伤害,对1名敌人造成503（3068）伤害（最高攻击力优先）。PVP限定：对1名敌人造成500（1074）加成伤害（最高攻击力）,对1名敌人造成3128伤害（最高攻击力优先）。PVP限定：对1名敌人造成1174加成伤害（最高攻击力）,对3名敌人造成1037（4708）伤害与450（900）加成伤害（最高攻击力优先），并造成分解【造成150（600）持续伤害，无法缩减或延长减益效果】，持续14秒,对4名敌人造成4908伤害与900加成伤害（最高攻击力优先），并造成分解（造成750持续伤害，无法缩减或延长减益效果），持续14秒,对4名敌人造成2659（8615）伤害（最高攻击力优先），并造成分解（造成500持续伤害，无法缩减或延长减益效果），持续14秒,对4名敌人造成9275伤害（最高攻击力优先），并造成分解（造成700持续伤害，无法缩减或延长减益效果），持续14秒,暗属性队友的SS最终伤害+18%
62508,悲恸的报丧女妖,5星,暗,干扰型,图鉴资料 / 暗 / 悲恸的报丧女妖,,,,,,,,,,,,,对目标造成102（690）自动攻击伤害,对1名敌人（干扰型优先）造成394（2570）伤害，减益回避率-9.6（20）%，持续10秒,对2名敌人（干扰型优先）造成2595伤害，减益回避率20%及敏捷度-35.2%，持续10秒,对随机2名敌人造成675（3986）伤害，有60（82.8）%的机率造成睡眠(无法行动且防御力降为0；效果会在受到技能攻击时移除(除自动攻击和含有自动攻击的技能)，持续6秒，及攻击力-1500（2562），持续12秒,对随机2名敌人造成4036伤害，有92.8%的机率造成睡眠(无法行动且防御力降为0；效果会在受到技能攻击时移除(除自动攻击和含有自动攻击的技能)，持续6秒，及攻击力-35.2%，持续12秒,对3名敌人（最高攻击力优先）造成2031（7120）伤害，攻击力-40%及防御力-30%，持续16秒,对3名敌人（最高攻击力优先）造成7780伤害，全部能力（除HP）-40%，持续16秒,干扰型敌人的减益命中率-15%
54442,君临梅杜莎,5星,暗,干扰型,图鉴资料 / 暗 / 君临梅杜莎,,,,,,,,,,,,,对目标造成102（690）自动攻击伤害,造成394（2570）伤害，目标的攻击力-15（25.4）%，持续10秒,,对随机2名敌人造成675（3986）伤害，挑衅【有20（6.01）%的几率发动】且自身获得石化之殇【有70（92.8）%几率对1名攻击你的敌人造成石化（10秒内或受到一次攻击前无法行动）】，持续12秒,,对随机3名敌人造成2031（7120）伤害，对石化的敌人造成500加成伤害，且有90%几率造成石化（15秒内或受到2次攻击前无法行动）,,光属性敌人的减益回避率-15%
39102,蜕变妲比,5星,暗,干扰型,图鉴资料 / 暗 / 蜕变妲比,2213,2065,1062,819,784,940,11056,10546,5423,4182,4004,4801,对目标造成102（691）自动攻击伤害,对1名敌人(优先：最高攻力）造成396（2583）伤害，并造成失明【减少攻击命中率30（59.7）%】，持续10秒,,对2名敌人(优先：干扰型）造成677（3997）伤害，并造成失明【减少攻击命中率45（67.8）%】，及减益命中率-20（40）%，持12秒,,对3名敌人(优先：最低HP)造成2038（7157）伤害，有80%机率造成致命回复(目标回复的生命值会转换为等量的伤害，特定效果除外)，且有80%机率造成诱感(目标增益效果无效，无法移除)，持16秒,,光属性敌人的减益命中率-15%
35221,骑士库巴巴,5星,光,,图鉴资料 / 暗 / 骑士库巴巴,2216,1760,1336,667,734,788,,,,,,,对目标造成113（747）自动攻击伤害,造成492（3030）害，并赋予自身暴击率+45（60.9）%，持续16秒。对象为世界王时，自身获得减益命中率+10（30.1）%，持续16秒,,对随机2名敌人造成980（4623）伤害的2连击，造成250（630）无视防御伤害。对象为世界王时，依暗属性盟友的数量(最多10名)造成6000（12047）加成伤害,,造成3222（18105）【260%】伤害。对象为世界王时，对光属性敌人造成4000无视防御伤害,,暗属性队友的攻撃力+15%(若对象为世界王，则全盟友攻击力+20%)
29501,浪漫的伊菲斯,5星,暗,,图鉴资料 / 暗 / 浪漫的伊菲斯,2200,2062,1054,812,784,928,12489,10531,5383,4146,4004,4740,对目标造成102（690）自动攻击伤害,造成393（2569）伤害，减益回避率-15（27.5）%，持续10秒,,对2名最低HP的敌人造成662（3972）伤害，伤害共振（对最多2名目标外最低HP的敌人造成20（40）%对目标所造成的伤害），持续12秒，并有70（90.1）%几率移除一个增益,,对3名随机敌人造成2005（7086）伤害，伤害共振（对最多2名目标外最低HP的敌人造成35%对目标所造成的伤害），持续16秒,,全体敌人的减益回避率-12%
26563,帕拉斯,5星,暗,,图鉴资料 / 暗 / 帕拉斯,2195,2235,1022,811,752,868,11415,5219,4140,3840,4433,,对目标造成100（683）自动攻击伤害,造成379（2514）伤害，有70（85.2）%的几率造成标记（队友会集中攻击被标记的敌人，但挑衅优先），持续12秒,,造成657（3923）伤害，为2名队友持续回复104（349）HP（最低HP的队友优先，持续16秒，且有75（90.2）%的几率移除2名队友的持续伤害减益）,,对3名随机敌人造成1739（6608）伤害，3名队友（最低HP优先）skill伤害防御力30%（在经过32秒或是受到4次攻击后移除）与不死（HP不会低于1），持续14秒,,暗属性队友减益持续时间-10%（PVP中，所有队友追加-10%）
21860,双面摩亚,5星,暗,,图鉴资料 / 暗 / 双面摩亚,2204,2468,811,1211,596,657,11007,12606,4140,6184,3043,3354,对目标造成92（640）自动攻击伤害,造成315（2180）伤害，赋予自身反射【反射15%（22%）受到的伤害】，持续10秒,,造成538（3490）伤害，获得激怒【累积最多350%（502%）所受伤害并一次回击】与挑衅（有90%几率发动），持续12秒,,对随机2名敌人造成1468（5310）伤害，赋予自身技能伤害防御力+35%，持续16秒，与挑衅（有98%的几率发动），持续16秒,,暗属性队友的防御力+12%
20753,漂亮玛尔斯,5星,火,,图鉴资料 / 暗 / 漂亮玛尔斯,2200,1753,1334,657,718,776,8952,6813,3554,3667,3963,,对目标造成113自动攻击伤害,造成484伤害，并赋予自身暴击率+45%，持续12秒,,对1名敌人（光属性优先）造成904伤害和470无视防御伤害的3连击，如果目标为光属性，则造成400加成伤害,,对4名敌人（最低HP优先）造成2382伤害,,暗属性队友的攻击力+15%
20751,神秘萨图恩,5星,光,辅助型,图鉴资料 / 暗 / 神秘萨图恩,2226,1760,1345,667,739,796,,,,,,,对目标造成113自动攻击伤害,造成495（3045）伤害，对光属性目标造成250（686）加成伤害,,对3名敌人（辅助型优先）造成983（4638）伤害和800（1905）无视防御伤害。如果目标为光属性，则造成600（1808）加成伤害,,对随机4名敌人造成2548（8443）伤害，赋予自身弱点技能最终伤害+50%，持续20秒,,暗属性队友的弱点技能最终伤害+10%（副本期间：追加+10%）
20749,流氓迈达斯,5星,暗,,图鉴资料 / 暗 / 流氓迈达斯,2184,2200,892,1048,868,657,,,,,,,对目标造成95（657）自动攻击伤害,造成331（2299）伤害，随机2名敌人的回复量（回复、持续回复）-20%（78%），持续20秒,,对目标造成507（3643）伤害，为2名队友（最低HP优先）持续回复170（407）HP（每2秒1次），持续14秒，对2名队友（最低HP优先）和2名敌人（受到减益优先）造成劝善惩恶（为队友回复【增益数+1】*150（406），对敌人造成【减益数+1】*300（605）伤害，最多4个增益或减益【总数为5】）,,对随机2名敌人造成1529（5880）伤害，有80%的几率对3名敌人（最低HP优先）造成致命回复（目标回复的生命值会转换为等量的伤害），持续14秒，为3名队友（最低HP优先）回复989（1355）HP（最低HP优先），若有持续伤害减益的场合，追加回复1190（1555）HP,,光属性敌人的弱点技能最终伤害-10%
20737,指引者丽塔,5星,暗,,图鉴资料 / 暗 / 指引者丽塔,2179,2046,1041,806,769,928,15023,10450,5315,4116,3927,4740,对目标造成101（687） 自动攻击伤害,对1名敌人（最高攻击力）造成387（2547）伤害，攻击力-15%（25.4%），持续10秒,,对2名敌人造成644（3934）伤害（最低HP优先），有70%（90.1%）几率造成致命回复（目标回复的生命值会转换为等量的伤害，特定效果除外），持续14秒，技能量表-35%（66.1%）,,对随机3名敌人造成1968（6989）伤害，造成分解（每2秒造成500持续伤害，无法缩短或延长减益效果），持续14秒,,全体敌人的减益回避率-10%
