id,idx,name,name_ocr,wiki_name,wiki_id,rarity,element,role,avatar_file,cp,hp,atk,def_,agl,crt,hp_init,atk_init,def_init,agl_init,crt_init,hp_max,atk_max,def_max,agl_max,crt_max,auto_text,tap_text,tap_ignited,slide_text,slide_ignited,drive_text,drive_ignited,leader_text,cv,source,avatar_source
M5-057,57,徽的赛特,,,,5星,,防御型,avatars_wiki/dcj_83672.png,2244,2496,828,1227,624,678,2496,828,1227,624,678,,,,,,,,,,,,,,寺岛太,memorial,dcj
M5-058,58,苛刻的姬瓦,,苛刻的姬瓦,157045,5星,火,干扰型,avatars/157045.png,,,,,,,,,,,,,,,,,对目标造成103（694）自动攻击伤害（自动）,对1名敌人造成405（2609）伤害，有75（80.5）%的机率移除1个增益，并有70（92.8）%的机率造成冰冻（Skill量表充能量减少，持续伤害减益伤害增加），持续8秒,对2名敌人造成2634伤害，有80.5%的机率移除2个增益，并有92.8%的机率造成冰冻（Skill量表充能量减少，持续伤害减益伤害增加），持续10秒,对2名敌人（最低HP）造成720（4064）伤害，造成永炎【每2秒造成200（652）持续伤害，如果目标死亡，减益会转移到另一个敌人身 上（最多1次），无法移除、缩减或延长减益效果】，及保护增益爆发（移除最后施加的保护增益，并以x400（801）系数造成基于该效果的伤害），持续12秒。Pvp中，对2名敌人（最低HP）造成增益爆发（移除最后施加的增益，并以x400（ 801）系数造成基于该效果的伤害）,对3名敌人（最低HP）造成4164伤害，造成永炎【每2秒造成802持续伤害，如果目标死亡，减益会转移到另一个敌人身 上（最多1次），无法移除、缩减或延长减益效果】，及保护 增益爆发（移除最后施加的保护增益，并以x801系数造成 基于该效果的伤害），持续12秒。Pvp中，对3名敌人（最低 HP）造成增益爆发（移除最后施加的增益，并以x 801系数造成基于该效果的伤害）,对3名敌人造成2128（7328）伤害（优先：最高攻击力），造成永炎【每2秒造成600持续伤害，如果目标死亡，减益会转移到 另一个敌人身上（最多1次），无法移除、缩减或延长减益效 果】，持续14秒，及有90%的机率造成冰冻（Skill量表充能 量减少，持续伤害减益伤害增加），持续16秒,对3名敌人造成7658伤害（优先：最高攻击力），造成永炎（ 每2秒造成600持续伤害，如果目标死亡，减益会转移到另一个敌人身上（最多1次），无法移除、缩减或延长减益效果），持续14秒，及有95%的机率造成冰冻（Skill量表充能 量减少，持续伤害减益伤害增加），持续16秒,全体敌人增益效果时间缩减-10%（在pvp中，增加-10%）,东城日沙子,memorial+wiki,cn
M5-059,59,梦想狗狗拉西,,梦想狗狗拉西,157043,5星,光,攻击型,avatars/157043.png,2248,1774,1353,678,752,811,1774,1353,678,752,811,,,,,,对目标造成114（751）自动攻击伤害（自动）,对1名敌人造成502（3062）伤害（优先：最低HP），有70（92.8）%的机率赋予自身无视反射，持续20秒。PVP中，有55（75）%的机率赋予自身专注（命中率↑与100%暴击率），持续20秒,对2名敌人造成3122伤害（优先：最低HP），有92.8%的机率赋予自身无视反射，持续20秒.PVP中，有85%的机率赋予自身专注（命中率↑与100%暴击率），持续20秒,对2名敌人造成1037（4705）伤害的2连击（优先：最低HP），造成800（1980）魔力伤害（加成伤害，增加暴击和弱点攻击时的伤害）。Pvp中，对增益的敌人造成增益爆发【移除最后施加的增益，并以x 300（701）系数造成基于该效果的伤害】,对3名敌人造成4905伤害的2连击（优先：最低HP），造成2980魔力伤害（加成伤害，增加暴击和弱点攻击时的伤害）。Pvp中，对增益的敌人造成增益爆发（移除最后施加的增益，并以x 801系数造成基于该效果的伤害）,对4名敌人造成2659（8615）伤害（优先：最低HP），对暗属性敌人造成350魔力伤害（加成伤害，增加暴击和弱点攻击时的伤害）,对全体敌人造成9275伤害，对暗属性敌人造成350魔力伤害（加成伤害，增加暴击和弱点攻击时的伤害）,赋予光属性盟友drive Skill最终伤害+15%（在PvP中，光属性盟友的Drive量表充能量+15%）,余原有,memorial+wiki,cn
M5-060,60,问题猫猫凯西,,问题猫猫凯西,157038,5星,木,干扰型,avatars/157038.png,,,,,,,,,,,,,,,,,对目标造成103（696）自动攻击伤害（自动）,对1名敌人造成407（2622）伤害（优先：辅助型），减益持续时间+30（65.4）%，持续8秒,对2名敌人造成2647伤害（优先：辅助型），减益持续时间+65.4%，持续10秒,对2名敌人造成723（4077）伤害（优先：辅助型），有60（82.8）%的机率造成沉默（无法使用技能并重设Skill量表），持续5秒。Pvp中，辅助型敌人ss冷却时间+2，持续12秒,对3名敌人造成4177伤害（优先：辅助型），有87.8%的机率造成沉默（无法使用技能并重设Skill量表），持续5秒。Pvp中，辅助型敌人ss冷却时间+2，持续12秒,对3名敌人造成2134（7359）伤害（优先：辅助型），并有80%的机率造成沉默（无法使用技能并重设Skill量表），持续5秒，且减益持续时间+40%，持续16秒,对3名敌人造成7689伤害（优先：辅助型），并有85%的机率造成沉默（无法使用技能并重设Skill量表），持续5秒，且减益持续时间+40%，持续16秒,全体敌人Skill量表充能速度-18%（在PVP中，辅助型敌人Skill量表充能速度-10%）,长方,memorial+wiki,cn
M5-061,61,问题猫猫凯西,问题猫猫凯西·木,问题猫猫凯西,,5星,木,干扰型,avatars/157038.png,2246,2083,1084,806,947,,2083,1084,806,947,,,,,,,,,,,,,,,长方,memorial,
M5-062,62,漆黑之影尤娜,,漆黑之影尤娜,157028,5星,木,辅助型,avatars/157028.png,,,,,,,,,,,,,,,,,对目标造成101（687）自动攻击伤害（自动）,对一个目标造成391（2550）伤害，并赋予1名盟友（优先：最高攻击力）暴击伤害+30（52.8）%，持续14秒,对一个目标造成2575伤害，并赋予1名盟友（优先：最高攻击力）暴击伤害+62.8%，持续2回合,对一个目标造成708（3999）伤害，并赋予3名木属性盟友（优先：最低HP）无效化（16秒后或是受到1次减益攻击后解除），赋）予屏障+1600（2049）（在HP受影响前，吸收所有敞方攻击伤害，无法与减益屏障同时启用），持续16秒，和副本中赋予1名木属性盟友（优先：最高攻击力）专注（增加命中率与100%暴击率），持续2回合,对一个目标造成4099伤害，并赋予3名木属性盟友（优先：最低HP）无效化（16秒后或是受到1次减益攻击后解除），赋）予屏障+2249（在HP受影响前，吸收所有敞方攻击伤害，无法与减益屏障同时启用），持续16秒，和副本中赋予1名木属性盟友（优先：最高攻击力）专注（增加命中率与100% 暴击率），持续3回合,对3名随机敌人造成1837（6819）伤害，并赋予3名木属性盟友（优先：最低HP）无效化（20秒后或是受到1次减益攻击后解除），和在副本中赋予1名木属性盟友（优先：最高攻击力）Skill最终伤害+120%，持续20秒,对3名随机敌人造成7149伤害，并赋予3名木属性盟友（优先：最低HP）无效化（20秒后或是受到1次减益攻击后解除），和在副本中赋予1名木属性盟友（优先：最高攻击力）Skill最终伤害+120%，持续3回合,木属性盟友暴击伤害+15%（副本期间：暴击伤害追加+30%）,海保?力,memorial+wiki,cn
M5-063,63,追击者库巴巴,,追击者库巴巴,157025,5星,水,干扰型,avatars/157025.png,2249,2078,1076,846,811,947,2078,1076,846,811,947,,,,,,对目标造成103（694）自动攻击伤害（自动）,对1名敌人造成405（2609）伤害（优先：最低HP），Skill量表-30%（-61.1％）,对2名敌人造成2634伤害（优先：最低HP），Skill量表-66.1%,对2名敌人造成721（4066）伤害（优先：充能skill中），造成腐败（每次目标收到时间系增益时造成1500（1854）伤害），持续20秒。PvP中，敌人的skill量表-35%（66.1%）,对3名敌人造成4166伤害（优先：充能skill中），造成腐败（每次目标收到时间系增益时造成2854伤害），持续20秒。PvP中，敌人的skill量表-66.1%,对3名敌人造成2129（7333）伤害（优先：最低HP），造成腐败（每次目标收到时间系增益时造成1800伤害），持续20秒，且有90%的机率重置Skill量表,对3名敌人造成7663伤害（优先：最低HP），造成腐败（每次目标收到时间系增益时造成2800伤害），持续20秒，且有90%的机率重置Skill量表,全体敌人的Skill量表充能量-18%,清水彩香,memorial+wiki,cn
M5-064,64,赫克特,赫克特,魅惑的赫克特,,5星,,,avatars/155211.png,,,,,,,,,,,,,,,,,,,,,,,,,长谷川玲奈,memorial,
M5-065,65,指挥官阿提蜜西亚,,指挥官阿提蜜西亚,155213,5星,火,辅助型,avatars/155213.png,2245,2259,1041,846,776,892,2259,1041,846,776,892,,,,,,对目标造成101（687）自动攻击伤害（自动）,对1名敌人(最低HP)造成396（2555）伤害，造成流血【每2秒100（204）持续伤害】，持续12秒。Pvp中，赋予2名火属性盟友skill量表充能速度+45% （75.4％），持续16秒,对2名敌人(最低HP)造成2580伤害，造成流血(每2秒204持续伤害)，持续12秒。Pvp中，赋予3名火属性盟友量（最高攻击力）skill量表充能速度+75.4%，持续16秒,对随机2名敌人(优先：流血中)造成733（4024）伤害，并有56%（95％）机率赋予自身以外的3名火属性盟友不死(HP不会低于1)，持续14秒，及Skill冷却时间-2秒，持续2回合,对随机2名敌人(优先:流血中)造成4124伤害，有82.8% 机率对流血的目标造成晕眩(受到攻击时量眩1秒， 以5秒为上限)，持续4秒，并有100%机率赋予自身以外的3名火属性盟友不死(HP不会低于1)，持续14秒，及Skill冷却时间-2秒，持续2回合,对3名敌人(优先:流血中)造成1887（6874）伤害，流血(每2秒300 持续伤害)，持续14秒，并赋予3名有减益的盟友狂暴(攻击力+50%且无敌，但效果结束时， 有100%机率造成5秒晕眩)，持续8秒,对3名敌人(优先:流血中)造成7149伤害，流血(每2秒300 持续伤害)，持续14秒，并赋予3名有减益的盟友狂暴(攻击力+50%且无敌，但效果结束时，有100%机率造成5秒晕眩)，持续10秒,赋予火属性盟友Skill量表充能速度+18%(在PvP中，Skill冷却时间-1),桥本结,memorial+wiki,cn
M5-066,66,天真的赛奥法诺,,天真的赛奥法诺,155214,5星,水,辅助型,avatars/155214.png,,,,,,,,,,,,,,,,,对目标造成101（687）自动攻击伤害,对目标造成396（2555）伤害1次减少持续伤害：12秒内，3名盟友（低HP）前排优先-17（39.8）%完全充能：1名水属性盟友（20人巨型BOSS，高攻击力）60（90.4）%几率,对目标造成2580伤害1次 减少持续伤害：12秒内，4名盟友（低HP）前排优先-44.8% 完全充能：2名水属性盟友（20人巨型BOSS，高攻击力）95.4%几率,对目标造成732（4021）伤害1次skill充能加速：2回合内，3名水属性盟友+45（83）%drive充能↑：2回合内，3名水属性盟友（20人巨型BOSS）+10（62.1）%,对目标造成4121伤害1次 skill充能加速：3回合内，3名水属性盟友+83% drive充能↑：3回合内，5名水属性盟友（20人巨型BOSS）+62.1%drive skill量表：3名水属性盟友（20人巨型BOSS）+125,对3名敌人（随机）造成1888（6879）伤害1次drive skill量表：3名水属性盟友+150专注：2回合内，3名水属性盟友（20人巨型BOSS，高攻击力）100%几率,对3名敌人（随机）造成7209伤害1次 drive skill量表：3名水属性盟友+150 专注：3回合内，3名水属性盟友（20人巨型BOSS，高攻击力）100%几率,drive充能↑：永远套用所有水属性盟友+12%drive充能↑：永远套用所有水属性盟友（20人巨型BOSS）+8%,古谷静佳,memorial+wiki,cn
M5-067,67,榴弹怀特,榴弹特,榴弹怀特,,5星,火,干扰型,avatars/155215.png,2235,2073,1076,828,796,947,2073,1076,828,796,947,,,,,,,,,,,,,,浅井清己,memorial,cn
M5-068,68,可爱的布拉达曼特,,可爱的布拉达曼特,152938,5星,光,干扰型,avatars/152938.png,,,,,,,,,,,,,,,,,对目标造成102（629）自动攻击伤害(自动),对1名敌人造成400（2590）伤害(优先: Skill量表充能中)，Skill量表-30%（-61.1%）,对2名敌人造成2615伤害(优先: Skil呈表充能中)，Skill 量表-66.1%,对2名敌人造成704（4031）伤害(优先:防御型)，Sill量表充能量-35%（-55%），持续12秒，及Skill量表-35%（-55%），在PvP中，敌人的防御力-35%（-55%），持续12秒,对3名敌人造成4131伤害(优先:防御型)，Skill量表充能 量-60%，持续12秒，及Skill量表-60%，在PvP中，敌人 的防御力-60%，持续12秒,对3名敌人(优先:最高防御力)造成2093（7243）伤害，有80%的机率造成睡眠(无法行动且防御力降为0 ;效果会在受到技能攻击时移除(除自动攻击和含有自动攻击的技能))，持续8秒，及感电(650持续伤害，受到攻击时，对1名随机盟友造成20%加成伤害，且有机会降低Skill量表)，持续12秒,对3名敌人(优先:最高防御力)造成7573伤害，有85%的 机率造成睡眠(无法行动且防御力降为0 ;效果会在受到技 能攻击时移除(除自动攻击和含有自动攻击的技能))，持结 8秒，及感电(650持伤害，受到攻击时，对1名随机盟友 造成20%加成伤害，且有机会降低Skill量表)，持续12秒,防御型敌人的Skil量表充能量18%(PvP中追加-10%),吉国麻耶,memorial+wiki,cn
M5-069,69,顽强的莫平,,顽强的莫平,152939,5星,火,防御型,avatars/152939.png,2234,2488,825,1219,619,676,2488,825,1219,619,676,,,,,,对目标造成93（643）自动攻击伤害（自动）,造成324（2206）伤害，2名盟友（最低HP）防御力+45%（+61.6%），持续12秒,"造成2231伤害，3名盟友(最低HP)防御力+68.6% ,持续12秒",对1名随机敌人造成618（3395）伤害，有90%的几率赋予自身减益挑衅（代替盟友承受2个减益），持续12秒，及5名火属性盟友的回避率+25%（+41.6%），持续12秒。PvP中，5名火属性盟友的减益回避率+15%（45.5%），持续12秒,对1名随机敌人造成3695伤害，有90%的机率赋予自身减益挑衅(代替盟友承受2个减益)，持续12秒，及5名火属性盟友迥避率+41.6%， 持续16秒。PvP中， 5名火属性盟友的减益回避率+50.5%，持续16秒,对2名随机敌人造成1561（5495）伤害，有98%的概率赋予减益挑衅（代替盟友承受2个减益），持续15秒，及自身减益无效，持续5秒,对2名随机敌人造成5825伤害，有98%的机率赋予减益挑衅(代替盟友承受2个减益)，持续15秒，及自身减益无效，持续7秒,火属性盟友减益回避率+18%（PvP中，火属性盟友减益回避率+10%）,都丸专上,memorial+wiki,cn
M5-070,70,失乐园夏娃,,失乐园夏娃,153064,5星,光,攻击型,avatars/153064.png,,,,,,,,,,,,,,,,,对目标造成114（753）自动攻击伤害（自动）,对1名敌人（优先：干扰型）造成503（3076）伤害，对光属性目标造成430（935）加成伤害。,对2名敌人（优先：干扰型）造成3136伤害，对光属性目标造成1235加成伤害。,对随机2名敌人造成1015（4696）伤害的2连击，及480（1296）无视防御伤害，并对光属性敌人造成650（1106）加成伤害。于副本时，自身获得沉默减益回避率+60%（91.8%），持续14秒。,对随机3名敌人造成4896伤害的2连击，及1496无视防御伤害，并对光属性敌人造成1306加成伤害。于副本时，自身获得沉默减益回避率+96.8%，持续14秒。,对随机4名敌人造成2718（8711）伤害，自身攻击力+50%（70%），持续2回合,对随机4名敌人造成9371伤害，自身攻击力+70%，持续2回合,暗属性盟友的攻击力+20%（副本中追加+20%攻击力）,石川由依,memorial+wiki,cn
M5-071,71,失乐园夏娃,失乐园夏娃·71,失乐园夏娃,,5星,,,avatars/153064.png,2263,1777,1363,691,752,812,1777,1363,691,752,812,,,,,,,,,,,,,,石川由依,memorial,
M5-072,72,洛基,,洛基,153058,5星,光,干扰型,avatars/153058.png,,,,,,,,,,,,,,,,,对目标造成103（696）自动攻击伤害（自动）,对1名敌人（优先：最低HP）造成407（2622）伤害，有70%（95.6%）机率造成禁止回复（特定效果除外），持续12秒,对2名敌人（优先：最低HP）造成2647伤害，有95.6%机率造成禁止回复（特定效果除外），持续14秒,对随机3名敌人造成723（2898）伤害，造成伤害共振（对最多2名目标为最低HP的敌人造成对目标所造成的13%（33%）伤害），持续12秒，及撕裂（500（800）伤害，对有持续伤害减益的目标造成加成伤害），2次,对全体敌人造成2948伤害，造成伤害共振（对最多2名目标为最低HP的敌人造成对目标所造成的33%伤害），持续12秒，及撕裂（980伤害，对有持续伤害减益的目标造成加成伤害），2次,有100%的机率对3名敌人（优先：最低HP）造成禁止回复（特定效果除外），持续18秒，并依目标上的每个减益造成500加成伤害（最多4）,有100%的机率对3名敌人（优先：最低HP）造成禁止回复（特定效果除外），持续18秒，并依目标上的每个减益造成600加成伤害（最多4）,全体敌人的防御力-18%,绪方惠美,memorial+wiki,cn
M5-073,73,奇幻之梦丽莎,奇幻之萝丽莎,奇幻之梦丽莎,,5星,,干扰型,avatars/151949.png,2237,2073,1076,828,806,945,2073,1076,828,806,945,,,,,,,,,,,,,,饭田里穗,memorial,cn
M5-074,74,完美的莫娜,,完美的莫娜,151945,5星,木,治疗型,avatars/151945.png,,,,,,,,,,,,,,,,,对目标造成96（662）自动攻击伤害,为2名盟友（最低HP）回复403（1468）HP，如果目标受到减益，赋予屏障【在HP受影前，吸收+950（1558）所有敌方攻击伤害，无法与减益屏障同时启用】，持10秒,为2名盟友（最低HP）回复1568HP，如果目标受到减益，赋予屏障（在HP受影前，吸收+1858所有敌方攻击伤害，无法与减益屏障同时启用），持10秒,赋予3名盟友（最低HP）忍耐（在经过14秒，或受到4次攻击后栘除），如果目标为防御型，赋予秘愈【每次单位行动或受到攻击时，回复自身600（1207）HP】，持续14秒,赋予3名盟友（最低HP）忍耐（在经过14秒，或受到4次攻击后栘除），赋予秘愈（每次单位行动或受到攻击时，回复自身1207HP），持续16秒,对2名随机敌人造成1607（6094）伤害，赋予4名盟友（最低HP）忍耐（在经过15秒，或受到3次攻击后移除），并回复1953（2583）HP,对2名随机敌人造成6094伤害，赋予5名盟友（最低HP）忍耐（在经过15秒，或受到3次攻击后移除），并为4名盟友回复2583HP,木属性队友的回复量+18%,,memorial+wiki,cn
M5-075,75,满盈的艾芙,,满盈的艾芙,151630,5星,光,治疗型,avatars/151630.png,8,2232,920,1076,892,678,2232,920,1076,892,678,,,,,,对目标造成96（662）自动攻击伤害,造成342（2347）伤害，所有光属性盟友的回复量+30（52.1）%，持续20秒,造成2347伤害，所有盟友的回复量+57.1%，持续20秒,回复全体盟友1261（2757）HP。在PVP中，赋予2名光属性盟友无敌（无视所有攻击和减益效果，14秒后或是受到2次攻击后消失）,回复全体盟友2757HP。赋予2名光属性盟友无敌（无视所有攻击和减益效果，14秒后或是受到3次攻击后消失）,为3名盟友回复2253（2883）HP（优先：最低HP）。在PvP中，3名光属性盟友持续回复322（414）HP，持续16秒,为3名盟友回复2883HP（优先：最低HP）。在PvP中，3名盟友（优先：最低HP）持续回复414HP，持续16秒,自身以外的所有盟友获得起死回生（复活，仅限一次，第一个阵亡的盟友，并回复50%HP）。在PvP中：盟友的回复量+15%,井泽美香子,memorial+wiki,cn
M5-076,76,低语的梅提斯,,低语的梅提斯,151213,5星,火,攻击型,avatars/151213.png,,,,,,,,,,,,,,,,,对目标造成114（752）自动攻击伤害,造成498（3063）伤害。对象为世界王时，增加自身Skill伤害+65（90.6）%，持续2回合,造成3123伤害。对象为世界王时，增加自身Skill伤害+95.6%，持续3回合,对3名敌人（优先：木属性）造成832（180%)/5368(227.2%)伤害。对象为世界王时，对木属性敌人造成2200（3305）无视防御伤害,对3名敌人（优先：木属性）造成5558(235.2%)伤害。对木属性敌人造成3905无视防御伤害,对全体敌人造成2660（8620）伤害,对全体敌人造成9280伤害，对木属性敌人造成1300无视防御伤害,火属性盟友的攻击力+18%（若对象为世界王，则火属性盟友攻击力+22%）,田村帅力,memorial+wiki,cn
M5-077,77,平静的奈芙蒂斯,,平静的奈芙蒂斯,151211,5星,木,防御型,avatars/151211.png,2230,2488,825,1216,619,667,2488,825,1216,619,667,,,,,,对目标造成93（643）自动攻击伤害,造成32（2205）伤害，有60（85.6）%的机率为2名有着持续伤害减益的盟友移除持续伤害,造成2230伤害，有90.6%的机率为3名有着持续伤害减益的盟友移除持续伤害,造成593（3570）伤害，赋予全体盟友屏障【在HP受影响前，从所有敌方攻击吸收+1600（2360）伤害，无法与减益屏障同时启用】，并赋予5名木属性盟友适应痛苦【防御力+20（36.6）%，随着盟友失去HP而额外提升防御力】，持续14秒,造成3670伤害，赋予全体盟友屏障【在HP受影响前，从所有敌方攻击吸收+2660伤害，无法与减益屏障同时启用】，并赋予5名木属性盟友适应痛苦（防御力+41.6%，随着盟友失去HP而额外提升防御力），持续14秒,对随机2名敌人造成1509（5430）伤害，’赋予5名木属性盟友所有Skill防御力+40%，持续20秒,对随机2名敌人造成5760伤害，’赋予5名木属性盟友所有Skill防御力+50%，持续20秒,木属性队友的防御力+20%,柴田芽衣,memorial+wiki,cn
M5-078,78,仪式之剑罗宾,机式之剑罹宾,仪式之剑罗宾,,5星,,,avatars/96760.png,,,,,,,,,,,,,,,,,,,,,,,,,桑原由気,memorial,
M5-079,79,诱惑的雷亚西尔维亚,,诱惑的雷亚西尔维亚,96759,5星,暗,干扰型,avatars/96759.png,2220,2073,1062,825,788,945,2073,1062,825,788,945,,,,,,对目标造成102（691）自动攻击伤害,对1名敌人（最低HP）造成398（2584）伤害，有74（99.6）%的机率赋予标记（队友会集中攻击被标记的敌人。但挑衅优先），持12秒，并有75（95.1）%的机率移除1个增益,对1名敌人（最低HP）造成2609伤害，有104.6%的机率赋予标记（队友会集中攻击被标记的敌人。但挑衅优先），持12秒，并有95.1%的机率移除增益（最多2个）,对2名敌人（优先：受到减益）造成690（4011）伤害，增加+23（46.6）%减益持时间（根据目前剩余的持续时间），持续12秒，造成分解【每2秒造成210（800）持续伤害，无法缩减或延长减益效果】，持续14秒,对3名敌人（优先：受到减益）造成4111伤害，增加+46.6%减益持时间（根据目前剩余的持续时间），持续12秒，造成分解（每2秒造成950持续伤害，无法缩减或延长减益效果），持续14秒,对3名敌人（最高攻击力）造成2065（7194）伤害，造成分解（每2秒造成600持续伤害，无法缩减或延长减益效果），持续14秒，并有80%的机率造成混乱，持续10秒,对3名敌人（最高攻击力）造成7524伤害，造成分解（每2秒造成800持续伤害，无法缩减或延长减益效果），持续14秒，并有80%的机率造成混乱，持续10秒,全体敌人减益持续时间+12%（在PvP中增加+15%减益持续时间）,禹中贵子,memorial+wiki,cn
M5-080,80,壮丽的阿罗汉,,壮丽的阿罗汉,96276,5星,水,辅助型,avatars/96276.png,,,,,,,,,,,,,,,,,对目标造成101（687）自动攻击伤害,对一名目标造成396（2555）伤害，且2名盟友（优先：攻击型）Skill量表充能速度+30（60.4）%，持续16秒,对一名目标造成2580伤害，且2名盟友（优先：攻击型）Skill量表充能速度+75.4%，持续2回合,成733（4024）伤害，3名水属性盟友（最高攻击力）的Skill最终伤害+35（100）%，持续16秒。在副本中，有70（90.1）%的机率赋予支援（弱点Skill伤害+15%，依目前增益数量的比例增加攻击力）,成4124伤害，3名水属性盟友（最高攻击力）的Skill最终伤害+125%，持续2回合。在副本中，有95.1%的机率赋予支援（弱点Skill伤害+15%，依目前增益数量的比例增加攻击力）,对随机3名敌人造成1889（6887）伤害，最多5名水属性盟友的Drive量表+150,对随机3名敌人造成7217伤害，最多5名水属性盟友的Drive量表+150，和3名辅助型盟友Skill量表充能量+80%，持3回合,水属性盟友的Skill量表充能量+18%（副本中：追加+20%）,南条爱乃,memorial+wiki,cn
M5-081,81,驱魔师阿罗汉,,驱魔师阿罗汉,78340,5星,水,辅助型,avatars/78340.png,2249,2262,1041,846,776,904,2262,1041,846,776,904,,,,,,对目标造成114（751）自动攻击伤害,对1名敌人(优先:光属性)造成500（3060）伤害，对光属性敌人造成400（905）加成伤害,对2名敌人(优先:光属性)造成3120伤害，对光属性敌人造成1005加成伤害,对1名敌人造成1011（4675）伤害的3连击，和400（1603）加成伤害(优先：光属性)。在PvP中，有65（87.8）%的机率造成石化(10秒内无法行动，除非受到2次攻击）,对1名敌人造成4875伤害的4连击，和1753加成伤害(优先：光属性)。在PvP中，有92.8%的机率造成石化(10秒内无法行动，除非受到2次攻击）,对全体敌人(优先:最高攻击力)造成2606（8540）伤害，有80%的机率对2名敌人(优先:光属性)造成石化(15秒内无法行动，除非受到2次攻击）,对全体敌人(优先:最高攻击力)造成9200伤害，有80%的机率对2名敌人(优先:光属性)造成石化(15秒内无法行动，除非受到3次攻击）,暗属性队友的暴击率+20%,南条爱乃,memorial+wiki,cn
M5-082,82,吞噬的使者之杖,,吞噬的使者之杖,96275,5星,火,攻击型,avatars/96275.png,,,,,,,,,,,,,,,,,对目标造成114（752）自动攻击伤害,对1名人（优先：木属性）成498（3063）害，有70（90.1）%的几率赋予自身无视反射，持续15秒,对3名人（优先：木属性）成3123伤害，有90.1%的几率赋予自身无视反射，持续2回合,对3名敌人（优先：受到减益）造成988（4660）伤害，如果目标有减益，造成1200（3003）固定伤害，并造成减益爆发（移除第1个减益，并以x400（704）的系数造成与该效果相关的伤害）,对4名敌人（优先：受到减益）造成4860伤害，如果目标有减益，造成3003固定伤害，并造成减益爆发（移除第1个减益，并以x904的系数造成与该效果相关的伤害）,对随机4名敌人造成2661（8628）伤害，对2名敌人造成1500固定伤害（优先：最低HP）,对全体敌人造成9288伤害，对2名敌人（优先：最低HP）造成1500固定伤害,火属性队友的SS最终伤害+18%,水漱郁,memorial+wiki,cn
M5-083,83,掠夺者格莉拉,,掠夺者格莉拉,94889,5星,木,辅助型,avatars/94889.png,2272,2270,1062,848,784,913,2270,1062,848,784,913,,,,,,对目标造成102（691）自动攻击伤害,对1名目标造成401（2588）伤害，并有60（85.6）%的机率为2名盟友（优先：受到时间系减益）移除时间系减益,对1名目标造成2613伤害，并有90.6%的机率为3名盟友（优先：受到时间系减益）移除时间系减益,对随机2名敌人造成727（4047）伤害，5名木属性盟友（优先：最高攻击力）skill伤害+35（100）%，持续16秒，对象为世界王时，有75（95.1）%的机率对5名木属性盟友（优先：最高攻击力）造成时间扭曲（移除目标全部的时间系减益，Skill量表充能速度+40%，持续16秒,对随机2名敌人造成4147伤害，5名木属性盟友（优先：最高攻击力）skill伤害+125%，持续2回合，对象为世界王时，有95.1%的机率对5名木属性盟友（优先：最高攻击力）造成时间扭曲（移除目标全部的时间系减益，Skill量表充能速度+40%，持续2回合,对随机3名敌人造成1882（6962）伤害及攻击力+70%，持续2回合，并赋予5名木属性盟友（优先：最高攻击力）无效效果，持续5秒,对随机3名敌人造成7292伤害及攻击力+70%，持续3回合，并赋予5名木属性盟友（优先：最高攻击力）无效效果，持续5秒,木属性盟友的攻击力+20%（对象为世界王时，木性盟友的冷却时间-1秒,牧野天音,memorial+wiki,cn
M5-084,84,极地的珀皮塔,,极地的珀皮塔,94888,5星,水,攻击型,avatars/94888.png,,,,,,,,,,,,,,,,,对目标造成114（754）自动攻击伤害（自动）,对1名敌人（优先：水属性）造成510（3091）伤害，200（1305）加成伤害，赋予自身反击姿态【无视敌人的反射与+13（40.6）%Skill伤害。最大叠加：3】，持续16秒，及在PvE中，赋予自身无效化（10秒后或是受到1次减益攻击后解除）。,对2名敌人（优先：水属性）造成3151伤害，1305加成伤害，赋予自身反击姿态（无视敌人的反射与+40.6%Skill伤害。最大叠加：3），持续20秒，及在PvE中，赋予自身无效化（10秒后或是受到1次减益攻击后解除）。,对2名敌人（优先：最低HP）造成561/3992（120%/167.2%）伤害的2连击，800（1905）加成伤害，及增益爆发【移除1个增益，并以x300（701）的系数造成基于该效果种类的伤害】。PvP中，对1名干扰型敌人造成突围【依木属性盟友的数量（最多10名）造成250（803）加成伤害】,对2名敌人（优先：最低HP）造成4183（175.2%）伤害的3连击，1905加成伤害，及增益爆发【移除1个增益，并以x801的系数造成基于该效果种类的伤害】。PvP中，对1名干扰型敌人造成突围【依木属性盟友的数量（最多10名）造成803加成伤害】,对4名敌人（优先：最低HP）造成2823（8860）伤害，及700加成伤害。,对全体敌人造成9520伤害，及700加成伤害。,全体攻击型盟友攻击力+20%（在PVE中，全体攻击型盟友Skill伤害+20%，在PvP中，木属性盟友Skill充能量+20%）。,野口璃子,memorial+wiki,cn
